probe_id,gene_symbol,gene_display,mean_abs_shap
205346_at,ST3GAL2,ST3GAL2 (205346_at),0.0004254015538368457
203031_s_at,UROS,UROS (203031_s_at),0.0004253557148144107
235009_at,BOD1L1,BOD1L1 (235009_at),0.0004240836128663006
229917_at,AGAP2,AGAP2 (229917_at),0.00042048555580661423
223185_s_at,BHLHE41,BHLHE41 (223185_s_at),0.00041950147611379484
233868_x_at,ADAM33,ADAM33 (233868_x_at),0.00041904243079533067
204365_s_at,REEP1,REEP1 (204365_s_at),0.0004189479760960457
211597_s_at,HOPX,HOPX (211597_s_at),0.00041888444957427344
223011_s_at,OCIAD1,OCIAD1 (223011_s_at),0.00041875328413789974
209219_at,MIR1236|NELFE,MIR1236|NELFE (209219_at),0.0004183375311394638
236817_at,ADAT2,ADAT2 (236817_at),0.0004162423887889188
224999_at,EGFR,EGFR (224999_at),0.00041505540647740035
212894_at,SUPV3L1,SUPV3L1 (212894_at),0.00041486055451089426
208953_at,LARP4B,LARP4B (208953_at),0.0004141288126445018
211073_x_at,RNU86|RPL3|SNORD83B,RNU86|RPL3|SNORD83B (211073_x_at),0.0004130781156474744
228855_at,NUDT7,NUDT7 (228855_at),0.00040871287124262436
240180_at,,240180_at,0.00040646995050286377
200065_s_at,ARF1|MIR3620,ARF1|MIR3620 (200065_s_at),0.0004037366072896599
243361_at,SREK1,SREK1 (243361_at),0.0004032957198010499
237018_at,,237018_at,0.00040195334372244876
200640_at,YWHAZ,YWHAZ (200640_at),0.0004012978789041082
200792_at,XRCC6,XRCC6 (200792_at),0.0003984687531595957
205572_at,ANGPT2,ANGPT2 (205572_at),0.0003982830441163772
220609_at,LOC202181,LOC202181 (220609_at),0.0003965157651797706
200780_x_at,GNAS,GNAS (200780_x_at),0.00039560896559673553
1569482_at,,1569482_at,0.0003919463348492616
213132_s_at,MCAT,MCAT (213132_s_at),0.0003899626548716388
212954_at,DYRK4,DYRK4 (212954_at),0.00038971619706026185
231016_s_at,ARNT,ARNT (231016_s_at),0.00038957302375057176
242319_at,DGKG,DGKG (242319_at),0.00038864832850608254
214020_x_at,ITGB5,ITGB5 (214020_x_at),0.0003886460974637846
222298_at,,222298_at,0.0003885940995146441
244753_at,,244753_at,0.0003863831739456745
222474_s_at,TOMM22,TOMM22 (222474_s_at),0.00038513195544667093
222614_at,,222614_at,0.0003842483391768609
229810_at,RSPH3,RSPH3 (229810_at),0.0003840451915567323
232426_at,SV2B,SV2B (232426_at),0.00038401844638458573
205899_at,CCNA1,CCNA1 (205899_at),0.0003838018379390171
204610_s_at,CCDC85B,CCDC85B (204610_s_at),0.00038354844873826285
208713_at,HNRNPUL1,HNRNPUL1 (208713_at),0.0003833732636194675
237072_at,,237072_at,0.000377960636621524
200748_s_at,FTH1,FTH1 (200748_s_at),0.0003754407747117644
204863_s_at,IL6ST,IL6ST (204863_s_at),0.00037526777841026684
241745_at,LOC100507557,LOC100507557 (241745_at),0.000371986574351738
206809_s_at,HNRNPA3|HNRNPA3P1,HNRNPA3|HNRNPA3P1 (206809_s_at),0.0003701430664473553
208248_x_at,APLP2,APLP2 (208248_x_at),0.00037001735103371695
201579_at,FAT1,FAT1 (201579_at),0.00036941264501702076
204081_at,NRGN,NRGN (204081_at),0.000368722074947176
213457_at,MFHAS1,MFHAS1 (213457_at),0.0003657820147339855
1556941_a_at,LOC283484,LOC283484 (1556941_a_at),0.0003643522212636698
230150_at,BCAP29,BCAP29 (230150_at),0.00036434915197457017
221772_s_at,PPP2R2D,PPP2R2D (221772_s_at),0.000363518844420672
234677_at,RP11-338N10.1,RP11-338N10.1 (234677_at),0.00036339759124128055
204795_at,PRR3,PRR3 (204795_at),0.00036310429224670893
205711_x_at,ATP5C1,ATP5C1 (205711_x_at),0.00036152564911964667
229289_at,FAM71E1,FAM71E1 (229289_at),0.0003608041372125878
223328_at,ARMC10,ARMC10 (223328_at),0.0003604853723785397
227051_at,BACE2,BACE2 (227051_at),0.0003601153254819757
203297_s_at,JARID2,JARID2 (203297_s_at),0.00035971635254369844
215001_s_at,GLUL,GLUL (215001_s_at),0.00035932622478892546
239096_at,,239096_at,0.00035741769523839876
227084_at,DTNA,DTNA (227084_at),0.0003541992473394283
209421_at,MSH2,MSH2 (209421_at),0.00035375970733227515
1554500_a_at,RGS7,RGS7 (1554500_a_at),0.0003529011541951149
204343_at,ABCA3,ABCA3 (204343_at),0.00035121151988282476
212130_x_at,EIF1,EIF1 (212130_x_at),0.00035003927142327693
200913_at,PPM1G,PPM1G (200913_at),0.0003449224025538884
241588_at,,241588_at,0.0003444947133971787
201529_s_at,RPA1,RPA1 (201529_s_at),0.0003435544480193099
212532_s_at,LSM12,LSM12 (212532_s_at),0.0003424193862458358
203112_s_at,MIR943|NELFA,MIR943|NELFA (203112_s_at),0.00034110795473766127
218653_at,SLC25A15,SLC25A15 (218653_at),0.0003407209124457999
202724_s_at,FOXO1,FOXO1 (202724_s_at),0.00034004565574457634
240765_at,,240765_at,0.00033991096143607107
218302_at,PSENEN,PSENEN (218302_at),0.0003372926008527803
236901_at,,236901_at,0.000335059285849226
206275_s_at,MICAL2,MICAL2 (206275_s_at),0.0003332686743088747
212624_s_at,CHN1,CHN1 (212624_s_at),0.00033100742596161827
205257_s_at,AMPH,AMPH (205257_s_at),0.0003303333555231413
202802_at,DHPS,DHPS (202802_at),0.00032876476060634066
202920_at,ANK2,ANK2 (202920_at),0.00032733392694238756
209059_s_at,EDF1,EDF1 (209059_s_at),0.0003247601435302353
218456_at,CAPRIN2,CAPRIN2 (218456_at),0.0003233864997708599
222064_s_at,AARSD1|PTGES3L|PTGES3L-AARSD1,AARSD1|PTGES3L|PTGES3L-AARSD1 (222064_s_at),0.00032334490677250706
215385_at,,215385_at,0.0003216020138052239
201214_s_at,PPP1R7,PPP1R7 (201214_s_at),0.00032066156987346767
1553274_a_at,SNRNP48,SNRNP48 (1553274_a_at),0.0003200915317936598
225568_at,TMEM141,TMEM141 (225568_at),0.0003196131384036748
209279_s_at,NSDHL,NSDHL (209279_s_at),0.00031870638341687625
207088_s_at,SLC25A11,SLC25A11 (207088_s_at),0.00031842086986354684
207012_at,MMP16,MMP16 (207012_at),0.0003171659911025533
201614_s_at,RUVBL1,RUVBL1 (201614_s_at),0.00031567199256336804
241762_at,FBXO32,FBXO32 (241762_at),0.0003147534523659204
37796_at,LRCH4|SAP25,LRCH4|SAP25 (37796_at),0.0003123653642179618
210715_s_at,SPINT2,SPINT2 (210715_s_at),0.0003121210379075785
217941_s_at,ERBB2IP,ERBB2IP (217941_s_at),0.0003115546947421149
AFFX-r2-Bs-dap-3_at,,AFFX-r2-Bs-dap-3_at,0.00031145886287020213
227196_at,RHPN2,RHPN2 (227196_at),0.00031067428157421147
223913_s_at,MIR7-3HG,MIR7-3HG (223913_s_at),0.0003106069507546089
222862_s_at,AK5,AK5 (222862_s_at),0.0003104576564738553
202364_at,MXI1,MXI1 (202364_at),0.0003085339468608563
225779_at,SLC27A4,SLC27A4 (225779_at),0.0003072860737006685
231967_at,PHF20L1,PHF20L1 (231967_at),0.0003052882804777448
235879_at,,235879_at,0.0003047701569072137
220744_s_at,IFT122|LOC101927266,IFT122|LOC101927266 (220744_s_at),0.0003042332345749702
232523_at,MEGF10,MEGF10 (232523_at),0.00030371017871017866
242372_s_at,MFSD4,MFSD4 (242372_s_at),0.00030165180470600724
242579_at,BMPR1B,BMPR1B (242579_at),0.00030140969401532767
214771_x_at,MPRIP,MPRIP (214771_x_at),0.00030041305078309753
208851_s_at,THY1,THY1 (208851_s_at),0.00030040350498789826
203410_at,AP3M2,AP3M2 (203410_at),0.0002998644696078505
221260_s_at,CSRNP2,CSRNP2 (221260_s_at),0.0002996497240458597
227321_at,GATS,GATS (227321_at),0.0002982477300486239
32099_at,SAFB2,SAFB2 (32099_at),0.00029647429053217587
205514_at,ZNF415,ZNF415 (205514_at),0.00029556761063934085
225407_at,MBP,MBP (225407_at),0.00029552435853367744
201971_s_at,ATP6V1A,ATP6V1A (201971_s_at),0.0002943256351694539
1554701_a_at,TBC1D16,TBC1D16 (1554701_a_at),0.00029133147680407065
212988_x_at,ACTB|ACTG1,ACTB|ACTG1 (212988_x_at),0.0002911542661632888
211071_s_at,MLLT11,MLLT11 (211071_s_at),0.00029082671003818656
211995_x_at,ACTB|ACTG1,ACTB|ACTG1 (211995_x_at),0.0002906103445807241
244669_at,SNORD50A|SNORD50B,SNORD50A|SNORD50B (244669_at),0.00028986833453151543
238658_at,,238658_at,0.0002896766731281247
216101_at,,216101_at,0.00028930027001555797
239831_at,TMEM106C,TMEM106C (239831_at),0.0002873768781400726
223708_at,C1QTNF4,C1QTNF4 (223708_at),0.0002850860121050727
212573_at,ENDOD1,ENDOD1 (212573_at),0.0002846869048004571
212563_at,BOP1|MIR7112,BOP1|MIR7112 (212563_at),0.00028347222867824496
201592_at,EIF3H,EIF3H (201592_at),0.0002831316972149349
209991_x_at,GABBR2,GABBR2 (209991_x_at),0.0002823605908809181
212159_x_at,AP2A2,AP2A2 (212159_x_at),0.0002816017536708215
AFFX-r2-Bs-thr-3_s_at,,AFFX-r2-Bs-thr-3_s_at,0.0002768584921026127
214739_at,LRCH3,LRCH3 (214739_at),0.00027589512513030403
235484_at,PTAR1,PTAR1 (235484_at),0.00027458415780422745
209384_at,PROSC,PROSC (209384_at),0.00027304946059271824
209295_at,TNFRSF10B,TNFRSF10B (209295_at),0.0002699802970906107
225905_s_at,ST3GAL3,ST3GAL3 (225905_s_at),0.0002690717285375809
214890_s_at,FAM149A,FAM149A (214890_s_at),0.0002681190762855016
238836_at,,238836_at,0.000267104269414891
207877_s_at,NVL,NVL (207877_s_at),0.00026683179826078607
217720_at,CHCHD2,CHCHD2 (217720_at),0.0002665262305707619
209029_at,COPS7A,COPS7A (209029_at),0.0002639787129701132
222750_s_at,SRD5A3,SRD5A3 (222750_s_at),0.00026336768812673547
218086_at,NPDC1,NPDC1 (218086_at),0.00026248102551755986
233869_x_at,,233869_x_at,0.00026196755876020563
219255_x_at,IL17RB,IL17RB (219255_x_at),0.0002579944214744448
225719_s_at,MRPL55,MRPL55 (225719_s_at),0.0002549980937182323
213479_at,NPTX2,NPTX2 (213479_at),0.00025114285125022356
200898_s_at,MGEA5,MGEA5 (200898_s_at),0.0002505484814450372
238277_at,,238277_at,0.0002502161092576566
240636_at,,240636_at,0.00024878678734278935
233039_at,,233039_at,0.00024812273105263995
213762_x_at,LOC101928747|RBMX|SNORD61,LOC101928747|RBMX|SNORD61 (213762_x_at),0.000248068062225945
229293_at,,229293_at,0.000245769376244869
236484_at,,236484_at,0.0002452379322517721
211776_s_at,EPB41L3,EPB41L3 (211776_s_at),0.0002446617137832769
214167_s_at,RPLP0,RPLP0 (214167_s_at),0.00024383596539286805
226291_at,ALS2,ALS2 (226291_at),0.0002435261172656432
202070_s_at,IDH3A,IDH3A (202070_s_at),0.00024204020296719585
201347_x_at,GRHPR,GRHPR (201347_x_at),0.00024181244649676455
212727_at,DLG3,DLG3 (212727_at),0.00024036423467405676
212270_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C (212270_x_at),0.00023672857927188476
243127_x_at,DNASE1,DNASE1 (243127_x_at),0.00023504624387317324
202322_s_at,GGPS1,GGPS1 (202322_s_at),0.00023373118631656148
204992_s_at,PFN2,PFN2 (204992_s_at),0.0002331570993155315
217965_s_at,SAP30BP,SAP30BP (217965_s_at),0.00023285378800027125
212787_at,YLPM1,YLPM1 (212787_at),0.00023199649806678282
1559402_a_at,C1orf61,C1orf61 (1559402_a_at),0.0002315733425138672
212266_s_at,SRSF5,SRSF5 (212266_s_at),0.00023009898780145248
213465_s_at,PPP1R7,PPP1R7 (213465_s_at),0.0002290670632184131
201047_x_at,RAB6A|WTH3DI,RAB6A|WTH3DI (201047_x_at),0.00022878902644105775
203656_at,FIG4,FIG4 (203656_at),0.0002283529916324373
244040_at,KCNN3,KCNN3 (244040_at),0.0002283441596652961
207232_s_at,DZIP3,DZIP3 (207232_s_at),0.00022812622538734048
213744_at,ATRNL1,ATRNL1 (213744_at),0.00022620338642216785
226024_at,COMMD1,COMMD1 (226024_at),0.0002257474450096722
213512_at,C14orf79,C14orf79 (213512_at),0.00022551485223839076
212736_at,C16orf45,C16orf45 (212736_at),0.000224498442530893
214011_s_at,NOP16,NOP16 (214011_s_at),0.00022299958134944966
222409_at,CORO1C,CORO1C (222409_at),0.00022226913179871743
232469_x_at,SSBP3-AS1,SSBP3-AS1 (232469_x_at),0.00022206291851006478
227283_at,EFR3B,EFR3B (227283_at),0.00022185784662777722
227882_at,FKRP,FKRP (227882_at),0.00022167580399842226
218310_at,KCTD7|RABGEF1,KCTD7|RABGEF1 (218310_at),0.0002216302232087722
1558592_at,AX747507,AX747507 (1558592_at),0.00022130111203658644
220999_s_at,CYFIP2,CYFIP2 (220999_s_at),0.0002206020781452774
212207_at,MED13L,MED13L (212207_at),0.00021958205948388563
240052_at,ITPR1,ITPR1 (240052_at),0.0002188672098035932
1561362_at,,1561362_at,0.0002186235203671801
216524_x_at,,216524_x_at,0.0002184841923624222
231506_at,,231506_at,0.0002180910492606375
232027_at,SYNE1,SYNE1 (232027_at),0.0002180872348476114
223857_x_at,EMC4,EMC4 (223857_x_at),0.00021593879322315843
215416_s_at,STOML2,STOML2 (215416_s_at),0.00021549780598940354
239497_at,,239497_at,0.00021544415964140778
206342_x_at,IDS,IDS (206342_x_at),0.0002150201470468352
204711_at,KIAA0753,KIAA0753 (204711_at),0.00021470053492167606
244646_at,,244646_at,0.00021445652796392984
218623_at,HMP19,HMP19 (218623_at),0.00021404154776806262
231695_at,,231695_at,0.0002133819283513639
243431_at,,243431_at,0.00021141679165524748
233449_at,,233449_at,0.00021120347604365868
218220_at,C12orf10,C12orf10 (218220_at),0.00021071846793675782
201186_at,LRPAP1,LRPAP1 (201186_at),0.00020994363108137325
220688_s_at,MRTO4,MRTO4 (220688_s_at),0.0002081309550289595
205761_s_at,DUS4L,DUS4L (205761_s_at),0.00020799191582851796
219445_at,GLTSCR1,GLTSCR1 (219445_at),0.00020774049208036223
223124_s_at,PITHD1,PITHD1 (223124_s_at),0.00020699805476802487
213682_at,NUP50,NUP50 (213682_at),0.00020686647924204654
209484_s_at,NSL1,NSL1 (209484_s_at),0.00020653241920966554
234989_at,MIR612|NEAT1,MIR612|NEAT1 (234989_at),0.00020549252710256894
1555284_at,ALS2,ALS2 (1555284_at),0.00020462479752638137
233506_at,RP11-469M7.1,RP11-469M7.1 (233506_at),0.00020349600728437065
225556_at,VMA21,VMA21 (225556_at),0.00020325327020657486
223316_at,CCDC3,CCDC3 (223316_at),0.00020285615769083637
213195_at,LYRM9,LYRM9 (213195_at),0.0002025744766872295
222558_at,RPRD1A,RPRD1A (222558_at),0.00020222668639755117
200620_at,TMEM59,TMEM59 (200620_at),0.00020155738541647136
210701_at,CFDP1,CFDP1 (210701_at),0.00020034289447889902
220467_at,,220467_at,0.0002000435193993538
205702_at,PHTF1,PHTF1 (205702_at),0.00019965241803517785
222594_s_at,SPATS2,SPATS2 (222594_s_at),0.00019930911836894572
237745_at,TSC22D1-AS1,TSC22D1-AS1 (237745_at),0.00019914503303914658
211962_s_at,ZFP36L1,ZFP36L1 (211962_s_at),0.00019905359036453905
217959_s_at,MIR3656|TRAPPC4,MIR3656|TRAPPC4 (217959_s_at),0.0001977471878133409
243178_at,,243178_at,0.00019606484239783744
212537_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C (212537_x_at),0.00019534408813472266
228038_at,SOX2,SOX2 (228038_at),0.00019519789210347083
244414_at,,244414_at,0.00019512857695982164
225379_at,MAPT,MAPT (225379_at),0.00019342187129608068
203466_at,MPV17,MPV17 (203466_at),0.00019240876366407035
1555419_a_at,ASAH1,ASAH1 (1555419_a_at),0.00019138899211362958
206169_x_at,ZC3H7B,ZC3H7B (206169_x_at),0.00019044078224645535
226618_at,UBE2QL1,UBE2QL1 (226618_at),0.00018986816559235964
209291_at,ID4,ID4 (209291_at),0.00018737682510481165
220419_s_at,USP25,USP25 (220419_s_at),0.00018689750992982224
210263_at,KCNF1,KCNF1 (210263_at),0.0001867416964481961
236007_at,AKAP10,AKAP10 (236007_at),0.00018664699358515355
228774_at,CEP78,CEP78 (228774_at),0.00018582893510691903
222364_at,SLC44A1,SLC44A1 (222364_at),0.0001838087964174516
220720_x_at,MZT2B,MZT2B (220720_x_at),0.00018327631264714319
204002_s_at,ICA1,ICA1 (204002_s_at),0.00018242630192784939
212271_at,MAPK1,MAPK1 (212271_at),0.00018023494593032903
235601_at,,235601_at,0.00018002139427491246
1554260_a_at,FRYL,FRYL (1554260_a_at),0.00017595009646298993
235377_at,MLIP,MLIP (235377_at),0.00017546533366622865
232150_at,,232150_at,0.00017537453681819873
1561778_at,,1561778_at,0.00017444141966559457
222902_s_at,EXO5,EXO5 (222902_s_at),0.000173605710440558
204684_at,NPTX1,NPTX1 (204684_at),0.0001735789190470595
238350_at,UBN2,UBN2 (238350_at),0.00017188583495161185
207789_s_at,DPP6,DPP6 (207789_s_at),0.00017033764392126573
227830_at,GABRB3,GABRB3 (227830_at),0.0001693345885971659
215698_at,KDM5A,KDM5A (215698_at),0.00016933444377436238
210338_s_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D (210338_s_at),0.00016914981955223408
243442_x_at,,243442_x_at,0.000167859399543353
203197_s_at,C1orf123,C1orf123 (203197_s_at),0.00016711864585217576
226644_at,MIB2,MIB2 (226644_at),0.00016705072191044128
204352_at,TRAF5,TRAF5 (204352_at),0.00016672997317638722
223088_x_at,ECHDC1,ECHDC1 (223088_x_at),0.00016625272367336503
226648_at,HIF1AN,HIF1AN (226648_at),0.00016355325278353852
232288_at,LOC102724985|PDXDC1|PDXDC2P,LOC102724985|PDXDC1|PDXDC2P (232288_at),0.0001630872804498061
230949_at,SLC23A3,SLC23A3 (230949_at),0.00016304738171745838
226360_at,ZNRF3,ZNRF3 (226360_at),0.00016294468715195176
207598_x_at,XRCC2,XRCC2 (207598_x_at),0.00016271213669378132
240478_at,,240478_at,0.00016232407408909024
233167_at,SELO,SELO (233167_at),0.00016183850826554234
243249_at,,243249_at,0.00016168749878281777
232305_at,HMGCLL1,HMGCLL1 (232305_at),0.00016079859307284054
231986_at,RIMS1,RIMS1 (231986_at),0.00016077524554311204
210011_s_at,EWSR1,EWSR1 (210011_s_at),0.00016001244983002052
218732_at,PTRH2,PTRH2 (218732_at),0.0001593893733679865
215785_s_at,CYFIP2,CYFIP2 (215785_s_at),0.00015828857702409653
227897_at,,227897_at,0.0001576503649921493
241228_at,,241228_at,0.00015716847338576126
230482_at,ST6GALNAC5,ST6GALNAC5 (230482_at),0.00015406485276050902
1557721_at,RP11-416I2.1,RP11-416I2.1 (1557721_at),0.00015403234755531582
242646_at,,242646_at,0.0001537243181068461
208623_s_at,EZR,EZR (208623_s_at),0.00015275140257129064
214889_at,FAM149A,FAM149A (214889_at),0.00015267067484937686
214782_at,CTTN,CTTN (214782_at),0.00015246869062438594
201400_at,PSMB3,PSMB3 (201400_at),0.00015139405997120038
224331_s_at,MRPL36,MRPL36 (224331_s_at),0.00015065534062159687
200643_at,HDLBP,HDLBP (200643_at),0.00015064818021715289
215991_s_at,EMC1,EMC1 (215991_s_at),0.00015064523438740993
221062_at,HS3ST3B1,HS3ST3B1 (221062_at),0.00015040490572226136
1554595_at,SYMPK,SYMPK (1554595_at),0.00014945888970198617
226579_at,RP11-73M18.8,RP11-73M18.8 (226579_at),0.00014945376571594884
AFFX-HUMGAPDH/M33197_5_at,GAPDH,GAPDH (AFFX-HUMGAPDH/M33197_5_at),0.00014886130677233358
211710_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C (211710_x_at),0.00014705768233273933
236524_at,,236524_at,0.00014667788630592647
232795_at,,232795_at,0.00014533923811061342
212282_at,TMEM97,TMEM97 (212282_at),0.00014526152824105473
1558831_x_at,,1558831_x_at,0.0001450548667047323
214333_x_at,IDH3G,IDH3G (214333_x_at),0.0001447559983977898
222160_at,AKAP8L,AKAP8L (222160_at),0.0001435896550965284
222548_s_at,MAP4K4,MAP4K4 (222548_s_at),0.0001424611277446967
225293_at,COL27A1,COL27A1 (225293_at),0.00014208321921702747
237628_at,,237628_at,0.0001415736162667089
240451_at,,240451_at,0.00014072726646754228
1566079_at,RPS16P5,RPS16P5 (1566079_at),0.0001404801403586599
213005_s_at,KANK1,KANK1 (213005_s_at),0.00014016527272764015
236946_at,,236946_at,0.00014014534320508267
209839_at,DNM3,DNM3 (209839_at),0.00013909474520598886
210679_x_at,,210679_x_at,0.00013892055497894938
225781_at,MAPK9,MAPK9 (225781_at),0.00013890813609627553
217546_at,MT1M,MT1M (217546_at),0.00013865460998181833
1562110_at,BC022892,BC022892 (1562110_at),0.000136998366857052
217733_s_at,TMSB10,TMSB10 (217733_s_at),0.00013661794598668358
1558426_x_at,ORAI2,ORAI2 (1558426_x_at),0.0001365351073290496
212252_at,CAMKK2,CAMKK2 (212252_at),0.00013347166662731712
200932_s_at,DCTN2,DCTN2 (200932_s_at),0.0001333423590680726
203105_s_at,DNM1L,DNM1L (203105_s_at),0.000133127160860911
210598_at,,210598_at,0.00013273322864838075
243256_at,MKNK1,MKNK1 (243256_at),0.00013178189168352268
244350_at,MYO10,MYO10 (244350_at),0.00013106292946453205
226382_at,LOC283070,LOC283070 (226382_at),0.00013003753750687985
223757_at,DIO3OS,DIO3OS (223757_at),0.000129517749156929
206349_at,LGI1,LGI1 (206349_at),0.0001285028785718491
243005_at,,243005_at,0.00012782611381300085
227082_at,ZBTB20,ZBTB20 (227082_at),0.00012710593247291092
1558854_a_at,,1558854_a_at,0.00012594840163007584
51192_at,SSH3,SSH3 (51192_at),0.00012417422087835178
220979_s_at,ST6GALNAC5,ST6GALNAC5 (220979_s_at),0.00012241817477869687
236571_at,,236571_at,0.00012129574197144877
242808_at,LOC101060510,LOC101060510 (242808_at),0.00011723231764844035
231136_at,,231136_at,0.00011719640240766999
1558295_a_at,PPFIA2,PPFIA2 (1558295_a_at),0.00011573325669881761
203415_at,PDCD6,PDCD6 (203415_at),0.00011449164260584715
1554964_x_at,,1554964_x_at,0.00011374975478272585
35666_at,SEMA3F,SEMA3F (35666_at),0.000113185218659596
1560277_a_at,C12orf80,C12orf80 (1560277_a_at),0.00011239309823241095
221792_at,RAB6B,RAB6B (221792_at),0.00011144989408858978
241627_x_at,ARHGEF40,ARHGEF40 (241627_x_at),0.0001100862647485583
213629_x_at,MT1F,MT1F (213629_x_at),0.00010847706132051885
235716_at,,235716_at,0.00010752666834656719
200642_at,SOD1,SOD1 (200642_at),0.00010679739697266968
223223_at,ARV1,ARV1 (223223_at),0.00010620416465927943
224567_x_at,MALAT1,MALAT1 (224567_x_at),0.0001058525041342587
214857_at,RPARP-AS1,RPARP-AS1 (214857_at),0.00010471945852880009
242195_x_at,NUMBL,NUMBL (242195_x_at),0.00010316475092244103
204744_s_at,IARS,IARS (204744_s_at),0.00010265057630866368
209300_s_at,NECAP1,NECAP1 (209300_s_at),0.00010132454614883546
201269_s_at,NUDCD3,NUDCD3 (201269_s_at),0.00010118259104498956
200079_s_at,KARS,KARS (200079_s_at),0.00010084898302032963
244766_at,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7 (244766_at),0.00010045841271304746
220668_s_at,DNMT3B,DNMT3B (220668_s_at),9.901816936905085e-05
1552507_at,KCNE4,KCNE4 (1552507_at),9.878268050861385e-05
202530_at,MAPK14,MAPK14 (202530_at),9.866889318192279e-05
208811_s_at,DNAJB6|TMEM135,DNAJB6|TMEM135 (208811_s_at),9.851734166726512e-05
219463_at,LAMP5,LAMP5 (219463_at),9.834292001916835e-05
240230_s_at,AGAP9,AGAP9 (240230_s_at),9.80767436890952e-05
224156_x_at,IL17RB,IL17RB (224156_x_at),9.742658384811075e-05
201580_s_at,TMX4,TMX4 (201580_s_at),9.670731091142374e-05
1559420_x_at,CACNB2,CACNB2 (1559420_x_at),9.595846037441373e-05
214665_s_at,CHP1,CHP1 (214665_s_at),9.576311270933318e-05
219028_at,HIPK2,HIPK2 (219028_at),9.541062509753547e-05
232614_at,,232614_at,9.538993977946055e-05
211386_at,MGC12488,MGC12488 (211386_at),9.529174309163137e-05
211424_x_at,METTL7A,METTL7A (211424_x_at),9.45067646679915e-05
212423_at,ZCCHC24,ZCCHC24 (212423_at),9.167871211906294e-05
210759_s_at,PSMA1,PSMA1 (210759_s_at),9.136701055162416e-05
210357_s_at,SMOX,SMOX (210357_s_at),9.01769233887096e-05
224376_s_at,C20orf24|TGIF2-C20orf24,C20orf24|TGIF2-C20orf24 (224376_s_at),8.967483818688647e-05
226938_at,DCAF4,DCAF4 (226938_at),8.867661936350935e-05
210600_s_at,GRK4,GRK4 (210600_s_at),8.867176759016362e-05
236949_at,,236949_at,8.677319710769521e-05
202144_s_at,ADSL,ADSL (202144_s_at),8.654132433197181e-05
243768_at,,243768_at,8.599352583510646e-05
217446_x_at,,217446_x_at,8.586375170838482e-05
238354_x_at,,238354_x_at,8.566703365526941e-05
239978_at,,239978_at,8.501170843855863e-05
52255_s_at,COL5A3,COL5A3 (52255_s_at),8.491131532435625e-05
209227_at,TUSC3,TUSC3 (209227_at),8.411955012579428e-05
236465_at,RNF175,RNF175 (236465_at),8.341385810855845e-05
204701_s_at,STOML1,STOML1 (204701_s_at),8.31700738048294e-05
1561850_at,LOC100133669,LOC100133669 (1561850_at),8.085826256615276e-05
1555803_a_at,C11orf57,C11orf57 (1555803_a_at),8.05939810341218e-05
237600_at,,237600_at,8.017160295494509e-05
212859_x_at,MT1E,MT1E (212859_x_at),7.864781941477104e-05
236725_at,WWC1,WWC1 (236725_at),7.858650862763978e-05
244007_at,ZNF462,ZNF462 (244007_at),7.852553489549981e-05
205594_at,ZNF652,ZNF652 (205594_at),7.791716225209229e-05
204246_s_at,DCTN3,DCTN3 (204246_s_at),7.566109161421095e-05
231896_s_at,DENR,DENR (231896_s_at),7.343980248437566e-05
1555935_s_at,HUNK,HUNK (1555935_s_at),7.293672524908494e-05
223363_at,PSMG3,PSMG3 (223363_at),7.166765917080956e-05
1569477_at,,1569477_at,7.150687552270242e-05
223480_s_at,MRPL47,MRPL47 (223480_s_at),7.13550345691328e-05
204586_at,BSN,BSN (204586_at),6.977807169962013e-05
213366_x_at,ATP5C1,ATP5C1 (213366_x_at),6.977197435818084e-05
223964_x_at,,223964_x_at,6.950041812100498e-05
232253_at,C5orf56,C5orf56 (232253_at),6.809407199596723e-05
209177_at,NDUFAF3,NDUFAF3 (209177_at),6.783684035688963e-05
210425_x_at,GOLGA8A|GOLGA8B|LOC101930583,GOLGA8A|GOLGA8B|LOC101930583 (210425_x_at),6.777453130889305e-05
242369_x_at,,242369_x_at,6.616940104245589e-05
234505_at,,234505_at,6.397681059612768e-05
215811_at,,215811_at,6.375628162432646e-05
239826_at,,239826_at,6.311689402881063e-05
208696_at,CCT5,CCT5 (208696_at),6.240493929756248e-05
228943_at,MAP6,MAP6 (228943_at),6.0389999804257885e-05
