gene,gene_symbol,gene_label,F_score,p_value
208002_s_at,ACOT7,ACOT7,25.134075637591557,3.4021190931993553e-06
218735_s_at,ZNF544,ZNF544,25.123645317870775,3.4159650981750955e-06
224594_x_at,ACTB,ACTB,25.122365182036265,3.4176684380512218e-06
211779_x_at,AP2A2,AP2A2,25.121056603265348,3.419410527041899e-06
219392_x_at,PRR11,PRR11,25.111739453167672,3.4318407305251427e-06
228038_at,SOX2,SOX2,25.106690956816767,3.4385954434041864e-06
200658_s_at,PHB,PHB,25.094571835969532,3.454866289181665e-06
211993_at,WNK1,WNK1,25.091994225242313,3.4583371311829368e-06
1556352_at,,1556352_at,25.07942168469858,3.475317984108218e-06
217766_s_at,TMEM50A,TMEM50A,25.06247471488223,3.498342910584761e-06
201635_s_at,FXR1,FXR1,25.045219307148084,3.5219481788823654e-06
209991_x_at,GABBR2,GABBR2,25.03070147347818,3.5419353720600927e-06
211921_x_at,LOC100506248|LOC728026|MIR1244-1|MIR1244-2|MIR1244-3|PTMA,LOC100506248|LOC728026|MIR1244-1|MIR1244-2|MIR1244-3|PTMA,25.027587144744633,3.546238153795248e-06
224227_s_at,BDP1,BDP1,24.992714047610846,3.594787971259987e-06
223219_s_at,CNOT10,CNOT10,24.963255652308952,3.6363321200823336e-06
223701_s_at,USP47,USP47,24.955594291176336,3.6472173899715606e-06
211984_at,CALM1|CALM2|CALM3,CALM1|CALM2|CALM3,24.95441100697873,3.648901587611129e-06
236645_at,HBP1,HBP1,24.93579160911882,3.675508641459759e-06
210701_at,CFDP1,CFDP1,24.922689070371348,3.6943517080385657e-06
215714_s_at,SMARCA4,SMARCA4,24.917685617282817,3.7015734873954097e-06
1570210_x_at,PPP6R2,PPP6R2,24.890819803764984,3.74059962796736e-06
223011_s_at,OCIAD1,OCIAD1,24.875056172657025,3.7636951992350823e-06
214723_x_at,ANKRD36,ANKRD36,24.871117850668877,3.7694881752558417e-06
227260_at,,227260_at,24.863597011178108,3.7805762647014336e-06
1556244_s_at,LOC375196,LOC375196,24.850717114145755,3.799643299799304e-06
242748_at,SREBF2,SREBF2,24.841218425194857,3.813768254823388e-06
202949_s_at,FHL2,FHL2,24.83775311507082,3.818934757907334e-06
213453_x_at,GAPDH,GAPDH,24.836213148815023,3.8212330361806475e-06
220966_x_at,ARPC5L,ARPC5L,24.83418472566808,3.824262469650919e-06
222005_s_at,GNG3,GNG3,24.830860739199633,3.82923215966548e-06
240606_at,,240606_at,24.824451976811105,3.838832659558518e-06
207614_s_at,CUL1,CUL1,24.81542595826942,3.852395896814144e-06
209295_at,TNFRSF10B,TNFRSF10B,24.80615425698811,3.866379657646329e-06
240502_at,,240502_at,24.794167215896803,3.884536187148271e-06
204957_at,ORC5,ORC5,24.79126097223853,3.888951413148283e-06
214333_x_at,IDH3G,IDH3G,24.785633008255996,3.897516219532641e-06
202395_at,LOC101930324|NSF,LOC101930324|NSF,24.779802174232543,3.9064102298705925e-06
207012_at,MMP16,MMP16,24.77904815027232,3.907561897302336e-06
229606_at,,229606_at,24.778797688026884,3.907944521063155e-06
241837_at,,241837_at,24.76962196410364,3.921988608895577e-06
240005_at,LARP4B,LARP4B,24.769107613172885,3.922777394270154e-06
202916_s_at,FAM20B,FAM20B,24.768974859861196,3.922981005255252e-06
233658_at,,233658_at,24.758951057815924,3.938386505197491e-06
1554636_at,,1554636_at,24.75403653794069,3.945962316208369e-06
1554963_at,,1554963_at,24.725288722620864,3.990578899953979e-06
222310_at,SCAF4,SCAF4,24.70682119000169,4.019513997465675e-06
244697_at,,244697_at,24.703287156303695,4.025075713773784e-06
213271_s_at,DOPEY1,DOPEY1,24.698683993340623,4.03233185657827e-06
213867_x_at,ACTB,ACTB,24.69437045362281,4.039143669941177e-06
215780_s_at,SET|SETP4|SETSIP,SET|SETP4|SETSIP,24.68963332114451,4.0466380499161184e-06
222378_at,,222378_at,24.685098961231315,4.0538250348857254e-06
243127_x_at,DNASE1,DNASE1,24.648441266963527,4.112412092600134e-06
232150_at,,232150_at,24.640558681180007,4.12512359565744e-06
233057_at,HSPB8,HSPB8,24.614898562099047,4.166783953576574e-06
225092_at,RABEP1,RABEP1,24.60025539462145,4.190751551500447e-06
215385_at,,215385_at,24.581384031523697,4.221849109486346e-06
228882_at,TUB,TUB,24.55339161222143,4.268414911733192e-06
202144_s_at,ADSL,ADSL,24.55050168796493,4.273252342265277e-06
202926_at,NBAS,NBAS,24.53946489211442,4.291778748205115e-06
208687_x_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,24.529990468985343,4.307748463008119e-06
211858_x_at,GNAS,GNAS,24.52305618832402,4.319475353063527e-06
203724_s_at,RUFY3,RUFY3,24.51231817192505,4.337699772835883e-06
209163_at,CYB561,CYB561,24.492722824640524,4.371160921519291e-06
1557721_at,RP11-416I2.1,RP11-416I2.1,24.489630029888993,4.376466415093152e-06
202070_s_at,IDH3A,IDH3A,24.48887560114045,4.377761594756996e-06
204684_at,NPTX1,NPTX1,24.48571481884396,4.3831922156579905e-06
220864_s_at,NDUFA13,NDUFA13,24.48106730639304,4.3911898170949645e-06
238417_at,PGM2L1,PGM2L1,24.4766541079477,4.398798100704234e-06
242357_x_at,,242357_x_at,24.43671303649143,4.468275791072432e-06
229656_s_at,EML6,EML6,24.426015917247874,4.4870744839243404e-06
214821_at,SLC25A4,SLC25A4,24.414421452727566,4.507542058024252e-06
243305_at,,243305_at,24.408438215797585,4.518141748474558e-06
211928_at,DYNC1H1,DYNC1H1,24.38676753046387,4.556747905748548e-06
203656_at,FIG4,FIG4,24.3864488163614,4.557318218173768e-06
204100_at,THRA,THRA,24.3812995422286,4.566542602110486e-06
201652_at,COPS5,COPS5,24.369997624186304,4.5868562175944045e-06
228959_at,PDK3,PDK3,24.358535309686697,4.6075531003069294e-06
1554079_at,GALNT18,GALNT18,24.333823846003128,4.652500781293826e-06
201592_at,EIF3H,EIF3H,24.329098999285435,4.661146053719457e-06
218415_at,VPS33B,VPS33B,24.316813593601193,4.683702683846323e-06
212159_x_at,AP2A2,AP2A2,24.31205884044496,4.692462771245826e-06
208911_s_at,PDHB,PDHB,24.306399712935896,4.7029110413310375e-06
1569661_at,NPAS3,NPAS3,24.295709339460828,4.7227137118679335e-06
200978_at,MDH1,MDH1,24.27609700802697,4.759266651237009e-06
220370_s_at,USP36,USP36,24.2659764016315,4.778242907858393e-06
233241_at,KIZ,KIZ,24.258042525294805,4.793173446277293e-06
201676_x_at,PSMA1,PSMA1,24.249020254249192,4.810210550467428e-06
203376_at,CDC40,CDC40,24.237740125474524,4.831598941723084e-06
202477_s_at,TUBGCP2,TUBGCP2,24.236255195270616,4.834421815902425e-06
227022_at,GNPDA2,GNPDA2,24.22191480570588,4.861770592338837e-06
242665_at,FMNL2,FMNL2,24.19181918470544,4.919685245175497e-06
233868_x_at,ADAM33,ADAM33,24.17344579258333,4.9553906925116246e-06
202242_at,TSPAN7,TSPAN7,24.169854845158504,4.962400156930689e-06
211025_x_at,COX5B,COX5B,24.16410391699612,4.973647124304233e-06
233393_at,,233393_at,24.15703919685486,4.987499356043492e-06
1559589_a_at,,1559589_a_at,24.13633845935742,5.02831759356573e-06
204863_s_at,IL6ST,IL6ST,24.13502842555085,5.030912287669882e-06
211995_x_at,ACTB|ACTG1,ACTB|ACTG1,24.114725532796665,5.071301428072387e-06
243031_at,,243031_at,24.105475942898227,5.089812388326971e-06
232392_at,SRSF3,SRSF3,24.103496404461765,5.09378300992946e-06
225493_at,CCNT1,CCNT1,24.082803477696952,5.135480845595932e-06
239661_at,,239661_at,24.07068413092304,5.16006519352777e-06
227178_at,CELF2,CELF2,24.054767105694232,5.192537297819068e-06
233216_at,ZDHHC21,ZDHHC21,24.049834899828983,5.2026420378826455e-06
200758_s_at,NFE2L1,NFE2L1,24.021706740246714,5.260656943611715e-06
208851_s_at,THY1,THY1,24.015877494181343,5.27276292243935e-06
213465_s_at,PPP1R7,PPP1R7,24.007493423658705,5.290224958907382e-06
204546_at,KIAA0513,KIAA0513,23.986257088753224,5.334721974808241e-06
1564580_at,,1564580_at,23.968172671466128,5.372918261789266e-06
208549_x_at,PTMA,PTMA,23.957939478581395,5.394656456745581e-06
211765_x_at,PPIA,PPIA,23.952724656056553,5.405769004127585e-06
223189_x_at,KMT2E,KMT2E,23.94643749448557,5.419197981185846e-06
213015_at,BBX,BBX,23.942156681464233,5.428361164787018e-06
1560128_x_at,C5orf56,C5orf56,23.935181784619378,5.443325264833328e-06
201570_at,SAMM50,SAMM50,23.930021311542315,5.4544239747572785e-06
51192_at,SSH3,SSH3,23.925766805401107,5.463591718957428e-06
236007_at,AKAP10,AKAP10,23.925214004747115,5.4647840746621555e-06
235645_at,ESCO1,ESCO1,23.92383934405947,5.4677502909167474e-06
227730_at,DYM,DYM,23.921540618012457,5.472714139576297e-06
244508_at,SEPT7,SEPT7,23.91977986293806,5.476519434549835e-06
200650_s_at,LDHA,LDHA,23.919022631967284,5.478156778218831e-06
200792_at,XRCC6,XRCC6,23.901231589955657,5.5167712440849554e-06
225061_at,DNAJA4,DNAJA4,23.886343827665055,5.549299509709661e-06
1562110_at,BC022892,BC022892,23.885050381570423,5.552134861489899e-06
1561167_at,,1561167_at,23.88021046385144,5.562757634371033e-06
218310_at,KCTD7|RABGEF1,KCTD7|RABGEF1,23.880150625515046,5.562889099855737e-06
232169_x_at,MIR4691|MIR7113|NDUFS8,MIR4691|MIR7113|NDUFS8,23.874425451245187,5.575482168635493e-06
211296_x_at,UBC,UBC,23.85623805681478,5.615682046621492e-06
242325_at,YWHAH,YWHAH,23.85392107388632,5.620824684994698e-06
222785_x_at,C11orf1,C11orf1,23.845849070998455,5.6387787070368816e-06
205348_s_at,DYNC1I1,DYNC1I1,23.844157789591776,5.642547984024515e-06
219665_at,NUDT18,NUDT18,23.843310979739545,5.64443620209979e-06
242808_at,LOC101060510,LOC101060510,23.84159409679783,5.6482665064267894e-06
225111_s_at,NAPB,NAPB,23.815478985027305,5.706859270831647e-06
204466_s_at,SNCA,SNCA,23.809878745968355,5.71950539502819e-06
217860_at,NDUFA10,NDUFA10,23.805368286138386,5.729711608450662e-06
239832_at,,239832_at,23.795163131258427,5.752872937249416e-06
218059_at,ZNF706,ZNF706,23.777876013784656,5.7923273574874866e-06
223124_s_at,PITHD1,PITHD1,23.774679669644208,5.799652826681498e-06
239474_at,,239474_at,23.772882539573867,5.8037757248800205e-06
209556_at,NCDN,NCDN,23.772782893426815,5.804004416998681e-06
204105_s_at,NRCAM,NRCAM,23.77112492421488,5.8078108874194676e-06
206906_at,ICAM5,ICAM5,23.770070756487687,5.810232448096544e-06
202309_at,MTHFD1,MTHFD1,23.74625429505628,5.865219746870077e-06
218557_at,NIT2,NIT2,23.730148587666065,5.902707767568475e-06
220690_s_at,DHRS7B,DHRS7B,23.698765397690416,5.976465981562928e-06
214771_x_at,MPRIP,MPRIP,23.69340652600711,5.989155138699963e-06
241798_at,,241798_at,23.690820640973687,5.995288113784347e-06
224913_s_at,TIMM50,TIMM50,23.6905375130032,5.995960004265353e-06
211546_x_at,SNCA,SNCA,23.668315569437556,6.048937307691152e-06
201550_x_at,ACTB|ACTG1,ACTB|ACTG1,23.635779172168437,6.127374760304412e-06
211378_x_at,LOC101060363|PPIA,LOC101060363|PPIA,23.617475840219043,6.171958974192517e-06
208003_s_at,NFAT5,NFAT5,23.598156167160504,6.219381124518058e-06
226360_at,ZNRF3,ZNRF3,23.58315900623387,6.2564516237462814e-06
239559_at,,239559_at,23.579816710682664,6.264744163772661e-06
233167_at,SELO,SELO,23.576509951368145,6.2729596664921566e-06
212130_x_at,EIF1,EIF1,23.56861459640224,6.292620208073336e-06
200843_s_at,EPRS,EPRS,23.562726611474627,6.3073233859832496e-06
212228_s_at,COQ9,COQ9,23.562593406701698,6.307656426851518e-06
243046_at,,243046_at,23.560682139453995,6.31243700328541e-06
204338_s_at,RGS4,RGS4,23.54817599836635,6.343810271528021e-06
226554_at,ZBTB7A,ZBTB7A,23.54431835088447,6.353520024930989e-06
222995_s_at,RHBDD2,RHBDD2,23.539951284484847,6.364530451543856e-06
243203_at,,243203_at,23.539361852318287,6.366018055308177e-06
235694_at,TCFL5,TCFL5,23.52386546745036,6.405256325664975e-06
209565_at,RNF113A,RNF113A,23.51405084474015,6.430236506381246e-06
208900_s_at,TOP1,TOP1,23.51055103280656,6.439168459079299e-06
230742_at,RBM5,RBM5,23.507837958595164,6.446101344421334e-06
221432_s_at,SLC25A28,SLC25A28,23.501887154386917,6.461334715191613e-06
206042_x_at,SNRPN|SNURF,SNRPN|SNURF,23.501395584613345,6.462594732338793e-06
227897_at,,227897_at,23.498297093160655,6.470542768670092e-06
213394_at,MAPKBP1,MAPKBP1,23.49033782454791,6.491005475618924e-06
224801_at,NDFIP2,NDFIP2,23.481267855164393,6.514404916694712e-06
206621_s_at,EIF4H,EIF4H,23.48003475061882,6.5175928760479896e-06
235805_at,,235805_at,23.477462311439695,6.524248601810092e-06
211597_s_at,HOPX,HOPX,23.47692472318628,6.525640398518568e-06
212961_x_at,CXorf40B,CXorf40B,23.46855392545585,6.547351556521873e-06
203410_at,AP3M2,AP3M2,23.45854188430752,6.573417230581224e-06
212227_x_at,EIF1,EIF1,23.45379762207941,6.585805864599235e-06
206652_at,ZMYM5,ZMYM5,23.441299949468753,6.618556031692007e-06
203266_s_at,MAP2K4,MAP2K4,23.42785064338126,6.653987236083831e-06
236901_at,,236901_at,23.411756949806787,6.696641553830165e-06
233056_x_at,DLGAP4,DLGAP4,23.393779011815393,6.744622706500089e-06
224345_x_at,FAM162A,FAM162A,23.388436914216868,6.758948257678351e-06
225571_at,LIFR,LIFR,23.3832601582178,6.772860298634424e-06
211685_s_at,NCALD,NCALD,23.36884473016687,6.811755890135813e-06
241627_x_at,ARHGEF40,ARHGEF40,23.366377530964957,6.8184358705967395e-06
241993_x_at,,241993_x_at,23.3527753177576,6.855385307319111e-06
201900_s_at,AKR1A1,AKR1A1,23.35137923649098,6.8591893038170405e-06
212207_at,MED13L,MED13L,23.347949739287184,6.868543110547686e-06
201372_s_at,CUL3,CUL3,23.346041805047737,6.8737526014132424e-06
243830_at,,243830_at,23.34090995514971,6.887784972209546e-06
203466_at,MPV17,MPV17,23.336191561021018,6.900712815781837e-06
61874_at,CACFD1,CACFD1,23.33179517703985,6.9127808627226635e-06
215785_s_at,CYFIP2,CYFIP2,23.30831279908532,6.977608675293065e-06
1559591_s_at,CHDH,CHDH,23.30546310873817,6.985518275406278e-06
208833_s_at,ATXN10,ATXN10,23.30230249636019,6.994301663753832e-06
227051_at,BACE2,BACE2,23.299455546713933,7.0022231083741624e-06
241228_at,,241228_at,23.29857000190764,7.00468895895821e-06
210524_x_at,,210524_x_at,23.29496009560719,7.014750201517749e-06
210408_s_at,CPNE6,CPNE6,23.291239784003448,7.025134719532605e-06
222513_s_at,SORBS1,SORBS1,23.290171607827705,7.028119245602726e-06
230326_s_at,C11orf73,C11orf73,23.282805015450258,7.048737354612802e-06
201174_s_at,TERF2IP,TERF2IP,23.26151847710613,7.1086660679100124e-06
204324_s_at,GOLIM4,GOLIM4,23.245371546210738,7.154474639919288e-06
242264_at,,242264_at,23.226914014407125,7.207210651557435e-06
1556425_a_at,LOC284219,LOC284219,23.225656754690917,7.210817357176199e-06
242573_at,,242573_at,23.221582442197736,7.222518120985669e-06
223697_x_at,C9orf64,C9orf64,23.217077878946693,7.235477241399089e-06
237305_at,,237305_at,23.21287587104972,7.247587517224286e-06
215116_s_at,DNM1,DNM1,23.201979977829616,7.279086983321687e-06
229811_at,RP11-157P1.4,RP11-157P1.4,23.200603156220303,7.283077318122459e-06
230262_at,ST8SIA3,ST8SIA3,23.198379864825476,7.2895256637617535e-06
201825_s_at,SCCPDH,SCCPDH,23.192775419903864,7.305806659101805e-06
210759_s_at,PSMA1,PSMA1,23.188206576656697,7.31910690343025e-06
218625_at,NRN1,NRN1,23.18509804388139,7.328170317386777e-06
AFFX-HSAC07/X00351_M_at,ACTB,ACTB,23.182577633325504,7.335527447881972e-06
218205_s_at,MKNK2,MKNK2,23.173519249942995,7.362031869810188e-06
243158_at,,243158_at,23.167967170723117,7.37832570097014e-06
238642_at,ANKRD13D,ANKRD13D,23.140645748240736,7.45904895999118e-06
202021_x_at,EIF1,EIF1,23.127758170618,7.497441252105951e-06
204156_at,SIK3,SIK3,23.100505585760004,7.579298314939715e-06
212880_at,WDR7,WDR7,23.078480810278016,7.646124665177374e-06
227068_at,PGK1,PGK1,23.070218743266853,7.671349110030044e-06
200982_s_at,ANXA6,ANXA6,23.062687503231547,7.694416922906929e-06
204744_s_at,IARS,IARS,23.055340504487813,7.716989208920403e-06
230590_at,,230590_at,23.04420394374912,7.751334242435742e-06
200614_at,CLTC,CLTC,23.021696610462936,7.821227702627178e-06
222364_at,SLC44A1,SLC44A1,23.01387917051723,7.84565519032725e-06
224726_at,MIB1,MIB1,23.007781292520715,7.86476399311965e-06
237937_x_at,,237937_x_at,23.00615687374087,7.869862478050965e-06
232205_at,,232205_at,23.002971171697016,7.879871166933886e-06
225779_at,SLC27A4,SLC27A4,22.998763235486717,7.893111547010026e-06
1563088_a_at,LOC284837,LOC284837,22.990703863937092,7.918534529314069e-06
200643_at,HDLBP,HDLBP,22.99012027667737,7.920378702270369e-06
233350_s_at,TEX264,TEX264,22.98659015705284,7.931543533420006e-06
225507_at,PNISR,PNISR,22.98163124519583,7.94725462018164e-06
203720_s_at,ERCC1,ERCC1,22.98120690216411,7.948600533038458e-06
1561631_at,,1561631_at,22.963621357695192,8.004584411204778e-06
212727_at,DLG3,DLG3,22.96255509383181,8.007991901610115e-06
229202_at,PCNXL2,PCNXL2,22.962321875230952,8.00873740402542e-06
1559820_at,,1559820_at,22.951957821698556,8.04193917348348e-06
203031_s_at,UROS,UROS,22.948154532920334,8.054158704666428e-06
219659_at,ATP8A2,ATP8A2,22.92083389001705,8.142500369813958e-06
214864_s_at,GRHPR,GRHPR,22.900626506241,8.20848237507182e-06
223628_at,TMEM191A,TMEM191A,22.893013100575907,8.233484493946241e-06
211715_s_at,BDH1,BDH1,22.8834030497826,8.265155463464477e-06
244766_at,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,22.88293561893255,8.266699126678137e-06
209384_at,PROSC,PROSC,22.882501788431725,8.268132092193782e-06
221494_x_at,EIF3K,EIF3K,22.88188015687059,8.270185820350872e-06
211978_x_at,LOC101060363|PPIA,LOC101060363|PPIA,22.867366298392405,8.31828580981653e-06
236808_at,FGFR1OP2,FGFR1OP2,22.852679936614873,8.367250626497503e-06
218263_s_at,ZBED5,ZBED5,22.847281277866173,8.385324415364147e-06
217890_s_at,PARVA,PARVA,22.843600280922413,8.397670800099923e-06
222469_s_at,TOLLIP,TOLLIP,22.812386875768503,8.50311822867849e-06
1555935_s_at,HUNK,HUNK,22.811602967942044,8.505783957604616e-06
242369_x_at,,242369_x_at,22.800752570042462,8.542769906846825e-06
218302_at,PSENEN,PSENEN,22.80058760400043,8.543333505298283e-06
212363_x_at,ACTB|ACTG1,ACTB|ACTG1,22.788681388250023,8.58411173549453e-06
201390_s_at,CSNK2B,CSNK2B,22.78199557430886,8.60709811340747e-06
201608_s_at,PWP1,PWP1,22.779234366321667,8.616609849622467e-06
202813_at,TARBP1,TARBP1,22.778055810956932,8.62067299970269e-06
200823_x_at,RPL29,RPL29,22.773112089066952,8.63773831560746e-06
213479_at,NPTX2,NPTX2,22.756212541580304,8.696337183843817e-06
215529_x_at,DIP2A,DIP2A,22.75031768129729,8.716873626521954e-06
223272_s_at,NTPCR,NTPCR,22.744132660849044,8.738474592936167e-06
233204_at,,233204_at,22.742142558785932,8.745436663911013e-06
218155_x_at,TSR1,TSR1,22.72484787575607,8.806180408531808e-06
235990_at,LOC100130987,LOC100130987,22.72123088259522,8.818939107909613e-06
225387_at,TSPAN5,TSPAN5,22.7056570783629,8.874092354655712e-06
209104_s_at,NHP2,NHP2,22.699397497546578,8.896360014168314e-06
1558922_at,,1558922_at,22.697781680941695,8.902117408871286e-06
217225_x_at,LOC101060373|NOMO1|NOMO2|NOMO3,LOC101060373|NOMO1|NOMO2|NOMO3,22.6916769321774,8.923904173965965e-06
208771_s_at,LOC101928830|LTA4H,LOC101928830|LTA4H,22.688575508590453,8.934993619941492e-06
230255_at,GABRD,GABRD,22.657617719652283,9.046466747675407e-06
232469_x_at,SSBP3-AS1,SSBP3-AS1,22.652234349192003,9.065996871410423e-06
211071_s_at,MLLT11,MLLT11,22.651892236529704,9.067239474471743e-06
1558426_x_at,ORAI2,ORAI2,22.65073333786056,9.071450066223829e-06
204301_at,KBTBD11,KBTBD11,22.648841910567302,9.078326455465672e-06
209196_at,WDR46,WDR46,22.646367900804727,9.087328954882785e-06
234677_at,RP11-338N10.1,RP11-338N10.1,22.64573591873554,9.089630102875386e-06
234594_at,ITPK1-AS1,ITPK1-AS1,22.64454542440658,9.093966512699377e-06
221908_at,RNFT2,RNFT2,22.623559429577547,9.17075919808256e-06
242299_at,,242299_at,22.622672704449716,9.174018592265272e-06
201293_x_at,LOC101060363|PPIA,LOC101060363|PPIA,22.618798740208064,9.188272368450812e-06
204795_at,PRR3,PRR3,22.61790428936552,9.191566628474427e-06
223711_s_at,THYN1,THYN1,22.61077807528823,9.217855919586446e-06
223964_x_at,,223964_x_at,22.608946371856632,9.22462574500036e-06
220071_x_at,HAUS2,HAUS2,22.606777324752272,9.232648983427197e-06
217733_s_at,TMSB10,TMSB10,22.599683815448437,9.258937846600296e-06
1558739_at,LOH12CR1,LOH12CR1,22.58147855986949,9.32676053613562e-06
224414_s_at,CARD6,CARD6,22.58028307135964,9.331232116630434e-06
222614_at,,222614_at,22.579443383733533,9.334374186064226e-06
242646_at,,242646_at,22.572025957269503,9.362177170815744e-06
207124_s_at,GNB5,GNB5,22.560276612157423,9.406392198340634e-06
235070_at,RBFOX1,RBFOX1,22.55322861965529,9.43301821978368e-06
210338_s_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,22.5485195666382,9.450851378182383e-06
31874_at,GAS2L1,GAS2L1,22.545626130081377,9.46182601489178e-06
1562063_x_at,,1562063_x_at,22.512997467882364,9.586496512888778e-06
202897_at,SIRPA,SIRPA,22.497359796379083,9.6468444623764e-06
202243_s_at,PSMB4,PSMB4,22.48604365099216,9.690758805589994e-06
208720_s_at,RBM39,RBM39,22.47897606941347,9.71829017008696e-06
222132_s_at,AGK,AGK,22.47418782049573,9.736988261215797e-06
230496_at,AMER2,AMER2,22.473609957066273,9.73924731815133e-06
229353_s_at,NUCKS1,NUCKS1,22.47003938062256,9.75321783837957e-06
239811_at,,239811_at,22.468631583450808,9.7587317654351e-06
235716_at,,235716_at,22.46862242332947,9.758767653438489e-06
223156_at,MRPS23,MRPS23,22.46286532861288,9.781349995898405e-06
221598_s_at,MED27,MED27,22.459605765477537,9.79415955234589e-06
220942_x_at,FAM162A,FAM162A,22.45446369564355,9.814402171947184e-06
205489_at,CRYM,CRYM,22.430180785082054,9.91057940983647e-06
210532_s_at,C14orf2,C14orf2,22.429909178560116,9.911660629945063e-06
212661_x_at,LOC101060363|PPIA,LOC101060363|PPIA,22.425941555313234,9.92746892308133e-06
211452_x_at,LRRFIP1,LRRFIP1,22.40937405961606,9.99376013511056e-06
238350_at,UBN2,UBN2,22.40021786748668,1.003059196253076e-05
218138_at,MKKS,MKKS,22.397602887157618,1.004113664906973e-05
215811_at,,215811_at,22.396807485566484,1.004434630123988e-05
206809_s_at,HNRNPA3|HNRNPA3P1,HNRNPA3|HNRNPA3P1,22.396559921323437,1.0045345502794365e-05
1566093_at,ARHGEF12,ARHGEF12,22.39033542185672,1.0070502049193158e-05
239649_at,,239649_at,22.388251140244336,1.0078940236197149e-05
202145_at,LY6E,LY6E,22.375813421846225,1.0129445700226974e-05
235757_at,,235757_at,22.36661698296595,1.0166956867632198e-05
219961_s_at,KIZ,KIZ,22.359026809763556,1.019802396394032e-05
223229_at,UBE2T,UBE2T,22.35837949966904,1.0200677966374054e-05
215404_x_at,FGFR1,FGFR1,22.3460484960372,1.0251371670846134e-05
202078_at,COPS3,COPS3,22.327927984600247,1.0326337479983237e-05
207827_x_at,SNCA,SNCA,22.32099915210805,1.0355151473867576e-05
235112_at,,235112_at,22.311760494572052,1.039369981984238e-05
209194_at,CETN2,CETN2,22.307727746400495,1.0410572764784256e-05
202173_s_at,VEZF1,VEZF1,22.30034298320228,1.044154360710058e-05
243713_at,,243713_at,22.300229927034692,1.0442018487984089e-05
240733_at,,240733_at,22.296929601323328,1.045589097049259e-05
240503_at,,240503_at,22.272574723110047,1.0558851817746874e-05
202893_at,UNC13B,UNC13B,22.265313887028768,1.0589748696745268e-05
204723_at,SCN3B,SCN3B,22.251364646737684,1.0649368008150387e-05
205370_x_at,DBT,DBT,22.244499923717,1.0678834709361789e-05
225063_at,UBL7,UBL7,22.233298583559804,1.0727096594158955e-05
220459_at,MCM3AP-AS1,MCM3AP-AS1,22.224810661106556,1.0763816987127296e-05
213693_s_at,MUC1,MUC1,22.2233374545521,1.0770203529488095e-05
218160_at,NDUFA8,NDUFA8,22.20449105332775,1.0852250125238984e-05
AFFX-r2-Bs-dap-3_at,,AFFX-r2-Bs-dap-3_at,22.20238161804993,1.0861473366383084e-05
202120_x_at,AP2S1,AP2S1,22.19132965734492,1.0909928736771802e-05
214736_s_at,ADD1,ADD1,22.18570661722178,1.093466731717429e-05
228613_at,RAB11FIP3,RAB11FIP3,22.182459987413303,1.0948977161816122e-05
204465_s_at,INA,INA,22.156869924402223,1.106244487680762e-05
216080_s_at,FADS3,FADS3,22.144626931944597,1.1117158373370085e-05
223673_at,RFX4,RFX4,22.13966215433439,1.1139425101956116e-05
211630_s_at,GSS,GSS,22.132339118559106,1.117235230845602e-05
218935_at,EHD3,EHD3,22.11713328650115,1.1241044022794792e-05
242920_at,,242920_at,22.093031774828773,1.1350813563860108e-05
237018_at,,237018_at,22.084717698095435,1.1388935223249158e-05
201089_at,ATP6V1B2,ATP6V1B2,22.08239324583845,1.139961684621422e-05
203105_s_at,DNM1L,DNM1L,22.068718204433356,1.146266731178747e-05
228456_s_at,CDS2,CDS2,22.05376938469114,1.1532001531544976e-05
202391_at,BASP1,BASP1,22.047241496449523,1.156241385967892e-05
214715_x_at,ZNF160,ZNF160,22.04721788771003,1.1562523998518531e-05
222983_s_at,PAIP2,PAIP2,22.04277083669061,1.1583289531980851e-05
1554473_at,SRGAP1,SRGAP1,22.03958954641372,1.159816813966499e-05
243182_at,,243182_at,22.034639123984604,1.1621359957029906e-05
200898_s_at,MGEA5,MGEA5,22.0234454225491,1.1673976568458315e-05
218628_at,CCDC53,CCDC53,22.01274363977613,1.1724510210892252e-05
202659_at,PSMB10,PSMB10,22.0069991218734,1.1751728555531488e-05
220329_s_at,RMND1,RMND1,22.001326271807585,1.1778671166120991e-05
210263_at,KCNF1,KCNF1,21.996778008731788,1.1800318592668417e-05
241368_at,PLIN5,PLIN5,21.99421033096689,1.181255752005343e-05
1558546_at,DNASE1,DNASE1,21.982340569399224,1.1869305220995538e-05
201106_at,GPX4,GPX4,21.96077438484581,1.1973129454395044e-05
227847_at,EPM2AIP1,EPM2AIP1,21.956545817896043,1.199359606700014e-05
235765_at,TLE4,TLE4,21.954760381479485,1.2002248537027536e-05
