gene,gene_symbol,gene_label,F_score,p_value
202443_x_at,NOTCH2,NOTCH2,21.94054033227837,1.2071390656164908e-05
240971_x_at,,240971_x_at,21.939650838516688,1.2075729243108191e-05
202168_at,AK6|TAF9,AK6|TAF9,21.938386066247023,1.208190104939026e-05
AFFX-DapX-3_at,,AFFX-DapX-3_at,21.91858892272416,1.2178931033537046e-05
212600_s_at,UQCRC2,UQCRC2,21.908351806696174,1.2229419608546508e-05
235154_at,TAF3,TAF3,21.908070733094988,1.2230808874618002e-05
224628_at,ERLEC1,ERLEC1,21.901734540533567,1.2262170005006152e-05
200005_at,EIF3D,EIF3D,21.898446857108873,1.2278475078283748e-05
204977_at,DDX10,DDX10,21.89699180420618,1.2285698451310452e-05
229061_s_at,SLC25A13,SLC25A13,21.890748686842674,1.2316741078090294e-05
216602_s_at,FARSA,FARSA,21.86569899659189,1.2442109769242157e-05
218380_at,LOC728392,LOC728392,21.84239740708224,1.2559909005645543e-05
223913_s_at,MIR7-3HG,MIR7-3HG,21.8385567347432,1.2579435147079212e-05
238017_at,SDR16C5,SDR16C5,21.835766933617393,1.259363820712258e-05
221562_s_at,SIRT3,SIRT3,21.832530744129865,1.2610134544124856e-05
229035_s_at,KLHDC4|LOC100129637,KLHDC4|LOC100129637,21.830222331264952,1.26219151716953e-05
212563_at,BOP1|MIR7112,BOP1|MIR7112,21.83011393912287,1.2622468612621282e-05
243178_at,,243178_at,21.830055592040313,1.262276653813427e-05
224975_at,NFIA,NFIA,21.82345231221222,1.2656530298823177e-05
244622_at,BRWD1,BRWD1,21.82282899471379,1.2659722232289155e-05
217077_s_at,GABBR2,GABBR2,21.82130248540575,1.2667542802148824e-05
200754_x_at,MIR636|SRSF2,MIR636|SRSF2,21.81640124113012,1.2692686357537428e-05
238715_at,LOC646014,LOC646014,21.77044127288587,1.2930977287585442e-05
200625_s_at,CAP1,CAP1,21.769985134920073,1.2933365192583052e-05
238836_at,,238836_at,21.76614232026651,1.2953500550304542e-05
235066_at,MAP4,MAP4,21.75197383929806,1.3028019011759228e-05
221620_s_at,APOO,APOO,21.7413729395584,1.3084062482629604e-05
213276_at,CAMK2B,CAMK2B,21.719840631298272,1.3198662070900126e-05
223043_at,EMC4,EMC4,21.71932445955761,1.3201421896136572e-05
224970_at,NFIA,NFIA,21.717312447009853,1.32121852343519e-05
220720_x_at,MZT2B,MZT2B,21.716965879959034,1.3214040119988136e-05
243361_at,SREK1,SREK1,21.710712533058896,1.324755519359305e-05
243256_at,MKNK1,MKNK1,21.70727163257204,1.3266034156633174e-05
47608_at,TJAP1,TJAP1,21.697867331204673,1.3316674380740276e-05
212641_at,HIVEP2,HIVEP2,21.694738316019073,1.3333567571542146e-05
210357_s_at,SMOX,SMOX,21.689648036386966,1.336109655719501e-05
200064_at,HSP90AB1,HSP90AB1,21.68069276027255,1.3409670130357148e-05
212185_x_at,MT2A,MT2A,21.66189615339366,1.3512215406902172e-05
207829_s_at,BNIP1,BNIP1,21.64693091212128,1.3594435660628486e-05
218328_at,COQ4,COQ4,21.64606818475151,1.3599191228667006e-05
228541_x_at,NGRN,NGRN,21.63960326047949,1.3634882049528969e-05
242579_at,BMPR1B,BMPR1B,21.63510168044728,1.3659790803279393e-05
217398_x_at,GAPDH,GAPDH,21.63323952112929,1.367010844969149e-05
1569477_at,,1569477_at,21.629642824157862,1.3690059350903343e-05
213122_at,TSPYL5,TSPYL5,21.62398871929052,1.3721483330982187e-05
1565620_at,AGAP4,AGAP4,21.623895781734596,1.3722000472586209e-05
243561_at,,243561_at,21.61911390124219,1.3748635856961229e-05
202501_at,MAPRE2,MAPRE2,21.602236127525178,1.3843072395224988e-05
200810_s_at,CIRBP,CIRBP,21.59941449124581,1.385892539036063e-05
202920_at,ANK2,ANK2,21.58482008499914,1.3941221028640724e-05
214682_at,PKD1P1,PKD1P1,21.56343341589812,1.4062727082022566e-05
38398_at,MADD,MADD,21.55843720801684,1.40912692735801e-05
211776_s_at,EPB41L3,EPB41L3,21.553545002720057,1.4119275117497556e-05
218805_at,GIMAP1-GIMAP5|GIMAP5,GIMAP1-GIMAP5|GIMAP5,21.5506130874508,1.4136086571564856e-05
220688_s_at,MRTO4,MRTO4,21.53235009399181,1.4241270691350268e-05
216006_at,,216006_at,21.516318002377528,1.4334270215204216e-05
225304_s_at,NDUFA11,NDUFA11,21.510932843098143,1.4365648737106671e-05
204745_x_at,MT1G,MT1G,21.50375566788394,1.440757904047666e-05
229715_at,NCR3LG1|RP1-239B22.5,NCR3LG1|RP1-239B22.5,21.50292403292464,1.4412445735618742e-05
207758_at,,207758_at,21.49714234622871,1.4446326758325748e-05
228027_at,ARMCX5-GPRASP2|GPRASP2,ARMCX5-GPRASP2|GPRASP2,21.495794182707577,1.4454238858851027e-05
209839_at,DNM3,DNM3,21.493108396818975,1.4470014496189307e-05
223340_at,ATL1,ATL1,21.49301586628348,1.4470558313284151e-05
239597_at,,239597_at,21.487140215728058,1.450513359998185e-05
1560926_at,,1560926_at,21.48648260579504,1.4509008596866252e-05
205871_at,PLGLB1|PLGLB2,PLGLB1|PLGLB2,21.47347348256047,1.4585884936789285e-05
1570021_at,,1570021_at,21.467205335021305,1.4623075630241418e-05
240857_at,DNAH9,DNAH9,21.46621368202908,1.462896832680099e-05
235803_at,,235803_at,21.45156577335155,1.471629588522982e-05
202133_at,WWTR1,WWTR1,21.449551728701547,1.472834507293726e-05
211679_x_at,GABBR2,GABBR2,21.43939972928675,1.4789235064503734e-05
235484_at,PTAR1,PTAR1,21.434822273941364,1.4816774593976873e-05
240186_at,,240186_at,21.431627247860835,1.4836028242465688e-05
1563455_at,SIK3,SIK3,21.41513218094747,1.4935840277274885e-05
210715_s_at,SPINT2,SPINT2,21.41113368583343,1.4960139207253706e-05
211047_x_at,AP2S1,AP2S1,21.409652824791756,1.4969148752733398e-05
225781_at,MAPK9,MAPK9,21.408337406042826,1.4977156433862587e-05
224680_at,TMED4,TMED4,21.407023446422464,1.4985159635637725e-05
206973_at,PPFIA2,PPFIA2,21.406733323681287,1.4986927338736556e-05
238078_at,SEC22A,SEC22A,21.393068567753225,1.5070429666264636e-05
208835_s_at,LUC7L3,LUC7L3,21.39125604295212,1.5081541535479931e-05
202799_at,CLPP,CLPP,21.38661342367288,1.5110042081400584e-05
240544_at,,240544_at,21.37996989655873,1.515092247397733e-05
222809_x_at,CCDC85C,CCDC85C,21.378985611586845,1.515698886833065e-05
235009_at,BOD1L1,BOD1L1,21.37790186817608,1.516367114267298e-05
212162_at,KIDINS220,KIDINS220,21.361685333588085,1.5264024049137967e-05
238769_at,,238769_at,21.36129580047935,1.52664429923069e-05
212242_at,TUBA4A,TUBA4A,21.356403235115117,1.5296858734406786e-05
35666_at,SEMA3F,SEMA3F,21.345697371336783,1.536363199462328e-05
222750_s_at,SRD5A3,SRD5A3,21.3350962561286,1.543004768034295e-05
200973_s_at,TSPAN3,TSPAN3,21.330005121379052,1.5462048497295378e-05
226618_at,UBE2QL1,UBE2QL1,21.319772767736588,1.5526571787735713e-05
200695_at,PPP2R1A,PPP2R1A,21.314540311735264,1.555967373351513e-05
1566785_x_at,NSF,NSF,21.28986466316361,1.5716760751685693e-05
237444_at,KIF13A,KIF13A,21.275440537795475,1.580934115070511e-05
240399_at,,240399_at,21.274101884569987,1.5817961642863577e-05
223721_s_at,DNAJC12,DNAJC12,21.27372048346409,1.5820418627959308e-05
202858_at,U2AF1,U2AF1,21.27326170367445,1.582337460699298e-05
203017_s_at,SSX2IP,SSX2IP,21.26568062221249,1.58723029444785e-05
233473_x_at,,233473_x_at,21.25512540161049,1.5940685959968487e-05
220260_at,TBC1D19,TBC1D19,21.25393339266037,1.5948427544690217e-05
1553976_a_at,DPCD,DPCD,21.251543079356065,1.596396326675815e-05
237600_at,,237600_at,21.24279092105759,1.6020980588441144e-05
211370_s_at,MAP2K5,MAP2K5,21.23454497804475,1.607489193617711e-05
232531_at,EMX2OS,EMX2OS,21.23392578426107,1.6078947710245408e-05
202254_at,SIPA1L1,SIPA1L1,21.23147534018563,1.6095008674107782e-05
209159_s_at,NDRG4,NDRG4,21.229357304673737,1.610890423915014e-05
224393_s_at,CECR6,CECR6,21.220283495760608,1.616857374461323e-05
34225_at,MIR943|NELFA,MIR943|NELFA,21.21238073080136,1.6220727851735806e-05
212895_s_at,ABR,ABR,21.208791077278622,1.6244474863325798e-05
241893_at,,241893_at,21.207774017192463,1.6251209633369817e-05
229467_at,PCBP2,PCBP2,21.20564441054493,1.626532077982145e-05
229793_at,ASAH2B,ASAH2B,21.20383029058675,1.6277351407162585e-05
1556359_at,C6orf89,C6orf89,21.194809735680646,1.6337308854894032e-05
213407_at,PHLPP2,PHLPP2,21.186640667441893,1.639180289026517e-05
209093_s_at,GBA|GBAP1,GBA|GBAP1,21.18578955604295,1.639749122014624e-05
200967_at,PPIB,PPIB,21.17427199935481,1.6474667984652914e-05
212674_s_at,DHX30,DHX30,21.143176331822858,1.6684907189734458e-05
239096_at,,239096_at,21.13848160225869,1.6716887667882667e-05
207436_x_at,SORBS1,SORBS1,21.134391036269815,1.674480404021991e-05
236725_at,WWC1,WWC1,21.115224976873073,1.6876245020420452e-05
201932_at,LRRC41,LRRC41,21.11213007143384,1.6897569324546746e-05
225379_at,MAPT,MAPT,21.08781391608348,1.706607913708761e-05
212197_x_at,MPRIP,MPRIP,21.08740099046984,1.7068955586389775e-05
232386_at,VPS13C,VPS13C,21.08625670438008,1.7076929318347255e-05
202471_s_at,IDH3G,IDH3G,21.083918585273285,1.7093233967691945e-05
207088_s_at,SLC25A11,SLC25A11,21.07200212522404,1.71765816425016e-05
201971_s_at,ATP6V1A,ATP6V1A,21.07130954078946,1.7181438656442327e-05
214375_at,PPFIBP1,PPFIBP1,21.06449549959575,1.722930020234148e-05
200877_at,CCT4,CCT4,21.062233154254184,1.724522116235236e-05
218456_at,CAPRIN2,CAPRIN2,21.050757171766005,1.732621552855272e-05
218118_s_at,TIMM23|TIMM23B,TIMM23|TIMM23B,21.04310894578077,1.738041205135349e-05
212271_at,MAPK1,MAPK1,21.039156896296852,1.7408485265408186e-05
204031_s_at,PCBP2,PCBP2,21.038457632094214,1.7413457318197513e-05
243704_at,GPATCH2,GPATCH2,21.022886588175236,1.752455339821424e-05
203157_s_at,GLS,GLS,21.02245745568807,1.7527625480561984e-05
1554771_at,RP11-690I21.2,RP11-690I21.2,20.99245226144907,1.774380808895625e-05
212062_at,ATP9A,ATP9A,20.99130416924777,1.7752134238571883e-05
218609_s_at,NUDT2,NUDT2,20.987425757617142,1.778029086713327e-05
229677_at,SLC39A3,SLC39A3,20.981951365271637,1.7820112338842275e-05
207721_x_at,HINT1,HINT1,20.97011207348492,1.790654733063057e-05
209849_s_at,RAD51C,RAD51C,20.952651132439712,1.803481284208715e-05
1554447_at,JPX,JPX,20.952495731342076,1.8035958633524185e-05
241613_at,,241613_at,20.95186065989757,1.8040641872671063e-05
201274_at,PSMA5,PSMA5,20.95120543789179,1.804547502155117e-05
201619_at,PRDX3,PRDX3,20.938654224789033,1.8138315036938636e-05
230150_at,BCAP29,BCAP29,20.93587870849409,1.815891156528553e-05
222609_s_at,EXOSC1,EXOSC1,20.92224447518149,1.826043865846185e-05
200975_at,PPT1,PPT1,20.9121670890615,1.8335855294376237e-05
217841_s_at,PPME1,PPME1,20.908901416983053,1.836036351741418e-05
201135_at,ECHS1,ECHS1,20.902880967369946,1.8405634256731077e-05
221797_at,OXLD1,OXLD1,20.89813631802842,1.8441392600353288e-05
1554675_a_at,SYCE1,SYCE1,20.89688795792656,1.8450812825386992e-05
1569409_x_at,,1569409_x_at,20.881089241049256,1.8570460284749097e-05
201549_x_at,KDM5B,KDM5B,20.8805258699395,1.8574741552142888e-05
227322_s_at,BCCIP,BCCIP,20.87521247173296,1.861517008038152e-05
212537_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,20.872059642453944,1.863920211886498e-05
221899_at,N4BP2L2,N4BP2L2,20.867931816771407,1.8670714246865827e-05
235592_at,,235592_at,20.86423358735695,1.869899339766885e-05
200780_x_at,GNAS,GNAS,20.859041441371957,1.8738770489984588e-05
1554213_at,ARHGEF10,ARHGEF10,20.849571810459267,1.88115419738281e-05
200811_at,CIRBP,CIRBP,20.84175361892654,1.8871841890546127e-05
201145_at,HAX1,HAX1,20.83850626439524,1.889694646380787e-05
240723_at,,240723_at,20.837644525020178,1.890361415061132e-05
211983_x_at,ACTB|ACTG1,ACTB|ACTG1,20.83513754821633,1.89230256002646e-05
203333_at,KIFAP3,KIFAP3,20.83353621585418,1.8935435412689144e-05
204690_at,STX8,STX8,20.83324997189833,1.893765459434931e-05
219425_at,SULT4A1,SULT4A1,20.832371284970144,1.8944468519267823e-05
227196_at,RHPN2,RHPN2,20.83122201482154,1.895338453780092e-05
224612_s_at,DNAJC5,DNAJC5,20.827269488686547,1.898408116820824e-05
241387_at,,241387_at,20.817987354064197,1.90563707578092e-05
243683_at,MORF4L2,MORF4L2,20.81427076848597,1.908539507405467e-05
235879_at,,235879_at,20.80847331740923,1.9130760627570292e-05
232516_x_at,DAP3,DAP3,20.78646925483345,1.930395730446939e-05
234926_s_at,RTFDC1,RTFDC1,20.785565245140862,1.931110731080501e-05
202320_at,GTF3C1,GTF3C1,20.783690863758643,1.9325940885294615e-05
201345_s_at,UBE2D2,UBE2D2,20.77835082842088,1.936826549333012e-05
1553357_at,LINC00889,LINC00889,20.774964875398584,1.9395151671278923e-05
238199_x_at,COX3|LOC101929612,COX3|LOC101929612,20.77157890889414,1.942207639154745e-05
229830_at,,229830_at,20.769780104794428,1.9436395876538607e-05
229810_at,RSPH3,RSPH3,20.75197589454438,1.957871504566673e-05
242972_at,HCG18,HCG18,20.75169647151779,1.9580957166033986e-05
241681_at,,241681_at,20.744808073706313,1.9636314094535327e-05
203079_s_at,CUL2,CUL2,20.737887483396317,1.9692092035589955e-05
212491_s_at,DNAJC8,DNAJC8,20.732618169728685,1.973467055934955e-05
212832_s_at,CKAP5,CKAP5,20.731487216832235,1.9743821539928375e-05
228581_at,KCNJ10,KCNJ10,20.72771238047236,1.9774396857431348e-05
238009_at,SOX5,SOX5,20.71960312049939,1.984024501787732e-05
212878_s_at,KLC1,KLC1,20.714161973240763,1.9884554333023665e-05
1554260_a_at,FRYL,FRYL,20.706314394123325,1.9948639679053585e-05
217840_at,DDX41,DDX41,20.7043715624062,1.996453816307492e-05
211710_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,20.69876028851248,2.0010529366081443e-05
219338_s_at,LRRC49,LRRC49,20.691940390772658,2.0066573630387657e-05
203798_s_at,VSNL1,VSNL1,20.68384835487229,2.0133281756078763e-05
1560741_at,SNRPN|SNURF,SNRPN|SNURF,20.683336243155416,2.013751111528956e-05
215001_s_at,GLUL,GLUL,20.68109588114174,2.015602427431305e-05
203459_s_at,VPS16,VPS16,20.666622803585604,2.027604519133757e-05
202975_s_at,RHOBTB3,RHOBTB3,20.663575230917125,2.0301411467119296e-05
226296_s_at,MRPS15,MRPS15,20.65522279962376,2.037110004866993e-05
244669_at,SNORD50A|SNORD50B,SNORD50A|SNORD50B,20.654237476227767,2.037933733210668e-05
201856_s_at,ZFR,ZFR,20.64403984552725,2.0464791043544696e-05
224709_s_at,CDC42SE2,CDC42SE2,20.643091002299304,2.0472760864869844e-05
218623_at,HMP19,HMP19,20.64101327678927,2.0490223912588105e-05
226912_at,ZDHHC23,ZDHHC23,20.635290417939473,2.0538403252604383e-05
213872_at,,213872_at,20.631407231320132,2.0571161269093555e-05
208742_s_at,SAP18,SAP18,20.630829948146367,2.057603574082613e-05
225330_at,IGF1R,IGF1R,20.63015403972157,2.0581744497524622e-05
AFFX-HUMGAPDH/M33197_M_at,GAPDH,GAPDH,20.625060213537285,2.0624819710630165e-05
200623_s_at,CALM1|CALM2|CALM3,CALM1|CALM2|CALM3,20.62136786167058,2.0656101587111136e-05
242390_at,,242390_at,20.612325151846655,2.073291861686071e-05
208936_x_at,LGALS8,LGALS8,20.605941344833255,2.0787325604361587e-05
212017_at,FAM168B,FAM168B,20.589993388081673,2.0923887955476857e-05
202675_at,SDHB,SDHB,20.58984829864776,2.0925134588325524e-05
200638_s_at,YWHAZ,YWHAZ,20.583907665036,2.0976243249704095e-05
223708_at,C1QTNF4,C1QTNF4,20.574426077405423,2.1058082053428573e-05
204743_at,TAGLN3,TAGLN3,20.572046586814185,2.1078671812633407e-05
201522_x_at,SNRPN|SNURF,SNRPN|SNURF,20.57053686859596,2.1091746170596477e-05
208969_at,NDUFA9,NDUFA9,20.566574803121583,2.112609791126497e-05
242377_x_at,THUMPD3,THUMPD3,20.547372806903176,2.129340042032409e-05
200906_s_at,PALLD,PALLD,20.543183086526053,2.13300854576285e-05
200960_x_at,CLTA,CLTA,20.541392380366297,2.13457846635033e-05
210418_s_at,IDH3B,IDH3B,20.53814680913519,2.1374269076484207e-05
203415_at,PDCD6,PDCD6,20.537351413773713,2.138125575009601e-05
209177_at,NDUFAF3,NDUFAF3,20.53149330655943,2.1432785283458276e-05
226770_at,MAGI3,MAGI3,20.53035332333044,2.144282774823491e-05
236000_s_at,,236000_s_at,20.52098748776694,2.152551796490691e-05
220040_x_at,ZC4H2,ZC4H2,20.508478179926843,2.1636474167682567e-05
209382_at,POLR3C,POLR3C,20.50833687262973,2.163773090692451e-05
221829_s_at,TNPO1,TNPO1,20.502583019657795,2.168896763085103e-05
204365_s_at,REEP1,REEP1,20.501731628383247,2.1696559677569325e-05
218504_at,FAHD2A,FAHD2A,20.492935782121165,2.1775154590581537e-05
201266_at,TXNRD1,TXNRD1,20.490786596336186,2.179440308524105e-05
205277_at,PRDM2,PRDM2,20.48634497422789,2.1834238600283938e-05
200079_s_at,KARS,KARS,20.48144061594978,2.1878311371631044e-05
226751_at,CNRIP1,CNRIP1,20.468357685177672,2.1996329224425964e-05
218086_at,NPDC1,NPDC1,20.46653585412561,2.2012815437126766e-05
225878_at,KIF1B,KIF1B,20.46034787618652,2.206890710260922e-05
210404_x_at,CAMK2B,CAMK2B,20.452793308825076,2.213758598662442e-05
229917_at,AGAP2,AGAP2,20.4293601755912,2.2352021236475688e-05
236715_x_at,UACA,UACA,20.42849426905814,2.2359985958830588e-05
225900_at,EXOC6B,EXOC6B,20.42655927511291,2.2377794853497636e-05
209132_s_at,COMMD4,COMMD4,20.40530479467535,2.257437663238052e-05
224782_at,ZMAT2,ZMAT2,20.39681843255446,2.2653362662786732e-05
211373_s_at,PSEN2,PSEN2,20.39610221886103,2.266004176642765e-05
238747_at,CACNA1E,CACNA1E,20.39565518534966,2.2664211638385777e-05
230272_at,LINC00461|MIR9-2,LINC00461|MIR9-2,20.3930450137003,2.2688574772163827e-05
223020_at,CLPTM1L,CLPTM1L,20.375645123009072,2.2851674668928867e-05
201463_s_at,TALDO1,TALDO1,20.37312878862272,2.2875361568092185e-05
232120_at,,232120_at,20.372413565999867,2.288209875557768e-05
226879_at,HVCN1,HVCN1,20.355761424724538,2.303953605709237e-05
1554863_s_at,DOK5,DOK5,20.34747508130462,2.3118294385104186e-05
226024_at,COMMD1,COMMD1,20.340142125039357,2.3188222407589943e-05
239167_at,,239167_at,20.33620724269901,2.322583573082536e-05
223109_at,TRUB2,TRUB2,20.335360926532847,2.3233933827981243e-05
239808_at,,239808_at,20.33120361042858,2.327375594957813e-05
1569129_s_at,C3orf38,C3orf38,20.325475666827856,2.3328737986471857e-05
212894_at,SUPV3L1,SUPV3L1,20.308183501375822,2.3495536949739545e-05
225741_at,THUMPD3,THUMPD3,20.304293437721913,2.3533229162809324e-05
235537_at,OCIAD1,OCIAD1,20.283876859118905,2.3732076323277646e-05
208781_x_at,SNX3,SNX3,20.276460192229298,2.380473869674345e-05
215020_at,NRXN3,NRXN3,20.275797853097483,2.381123888331815e-05
39313_at,WNK1,WNK1,20.264375582586055,2.392362493387481e-05
212377_s_at,NOTCH2,NOTCH2,20.254668315799805,2.401956610709716e-05
200862_at,DHCR24,DHCR24,20.245297564805412,2.411255727778389e-05
213214_x_at,ACTB|ACTG1,ACTB|ACTG1,20.245054800039007,2.4114971288920224e-05
210589_s_at,GBAP1,GBAP1,20.2433131815024,2.4132296944437103e-05
222372_at,MAGI1,MAGI1,20.232031272484015,2.4244840549459436e-05
229520_s_at,GPATCH2L,GPATCH2L,20.22047757808594,2.4360655738226177e-05
220316_at,NPAS3,NPAS3,20.217641779736063,2.438916900867846e-05
203776_at,GPKOW,GPKOW,20.2151052179164,2.4414702651465004e-05
222633_at,TBL1XR1,TBL1XR1,20.210553493978207,2.4460590454784106e-05
223211_at,HACL1,HACL1,20.209944299767887,2.4466738728976525e-05
201267_s_at,PSMC3,PSMC3,20.20828302635989,2.448351317058706e-05
212411_at,IMP4,IMP4,20.1953418638433,2.4614590688457476e-05
210193_at,MOBP,MOBP,20.193748007217287,2.463078434494615e-05
204992_s_at,PFN2,PFN2,20.193363486412597,2.4634692736635136e-05
214359_s_at,HSP90AB1,HSP90AB1,20.188637983609183,2.468277644254987e-05
1568612_at,GABRG2,GABRG2,20.186539989119172,2.4704155272892376e-05
220642_x_at,GPR89A|GPR89B,GPR89A|GPR89B,20.183262344150123,2.473759307116375e-05
207730_x_at,,207730_x_at,20.180023493959116,2.4770680886004444e-05
236274_at,EIF3B,EIF3B,20.17938239185366,2.477723573243021e-05
1560199_x_at,,1560199_x_at,20.17349622070846,2.483750151717958e-05
210460_s_at,PSMD4,PSMD4,20.17209415752045,2.4851878844978985e-05
215021_s_at,NRXN3,NRXN3,20.169829764785483,2.4875116955279467e-05
222064_s_at,AARSD1|PTGES3L|PTGES3L-AARSD1,AARSD1|PTGES3L|PTGES3L-AARSD1,20.16677056301163,2.4906547263332285e-05
233611_at,,233611_at,20.166396722961927,2.491039090805751e-05
1555419_a_at,ASAH1,ASAH1,20.165045124301365,2.492429249758604e-05
242337_at,,242337_at,20.16063645039482,2.4969692569129868e-05
234107_s_at,DTD1,DTD1,20.157988909944415,2.4996997594499364e-05
241954_at,FDFT1,FDFT1,20.147078698529885,2.510984337346785e-05
218732_at,PTRH2,PTRH2,20.145010524928832,2.5131293860567963e-05
226876_at,FAM101B,FAM101B,20.135076508088225,2.523458991388654e-05
241745_at,LOC100507557,LOC100507557,20.13494767302558,2.523593243740583e-05
200750_s_at,RAN,RAN,20.133606456160276,2.524991293435454e-05
208640_at,RAC1,RAC1,20.133111889621212,2.525507018067085e-05
204228_at,PPIH,PPIH,20.123312755354092,2.535747771321537e-05
208137_x_at,ZNF611,ZNF611,20.120461186678913,2.5387358789556885e-05
213295_at,CYLD,CYLD,20.11635410313671,2.543045992947206e-05
204930_s_at,BNIP1,BNIP1,20.115300682795535,2.544152702282702e-05
1556420_s_at,YPEL2,YPEL2,20.09925859119237,2.561067743372109e-05
229973_at,ERICH3,ERICH3,20.09733539953059,2.5631033489911865e-05
1554510_s_at,GHITM,GHITM,20.094530268708183,2.566075433148264e-05
210550_s_at,RASGRF1,RASGRF1,20.09447607015724,2.5661328923831105e-05
1552482_at,RAPH1,RAPH1,20.090242437070746,2.5706253258331066e-05
225657_at,NCBP2-AS2,NCBP2-AS2,20.086383757703604,2.5747269409831276e-05
214890_s_at,FAM149A,FAM149A,20.08476342683911,2.5764512940842263e-05
234282_at,,234282_at,20.078591014015245,2.583030867720234e-05
226899_at,UNC5B,UNC5B,20.077277647738377,2.58443310128842e-05
233842_x_at,RTFDC1,RTFDC1,20.061083255833235,2.60178784548344e-05
220609_at,LOC202181,LOC202181,20.059398779494348,2.603599895956428e-05
208248_x_at,APLP2,APLP2,20.05439969015766,2.6089852493703844e-05
224156_x_at,IL17RB,IL17RB,20.042675790432856,2.6216600709698087e-05
240018_at,,240018_at,20.03689693481264,2.6279309668268777e-05
202429_s_at,PPP3CA,PPP3CA,20.03018209932646,2.635236946502253e-05
210213_s_at,EIF6,EIF6,20.028855181259615,2.6366831543637853e-05
228301_x_at,NDUFB10,NDUFB10,20.02233242852402,2.643804197425915e-05
215161_at,CAMK1G,CAMK1G,20.017917961583503,2.6486348125436457e-05
200066_at,IK,IK,20.01686828931595,2.649784773819033e-05
216609_at,TXN,TXN,19.98876354848792,2.680766711997897e-05
230482_at,ST6GALNAC5,ST6GALNAC5,19.987389988938475,2.6822904178393244e-05
200789_at,ECH1,ECH1,19.973206050835408,2.698077094525303e-05
203173_s_at,C16orf62,C16orf62,19.972698786568557,2.6986434472850745e-05
238883_at,,238883_at,19.97217304237839,2.699230561822024e-05
210027_s_at,APEX1,APEX1,19.97014792358027,2.701493303333014e-05
232614_at,,232614_at,19.969646840435235,2.7020534838719695e-05
201880_at,ARIH1,ARIH1,19.966989004955323,2.7050267836518043e-05
215069_at,NMT2,NMT2,19.950650972386416,2.723378193610968e-05
239886_at,,239886_at,19.947705061714707,2.7267007583795657e-05
222887_s_at,TMEM127,TMEM127,19.94555981655541,2.729122914397023e-05
202283_at,SERPINF1,SERPINF1,19.942405379763297,2.7326885558189765e-05
1558118_at,DGCR5|LOC100287576,DGCR5|LOC100287576,19.940535490139276,2.7348044646226616e-05
226246_at,KCTD1,KCTD1,19.939287141944178,2.736217995836491e-05
239121_at,,239121_at,19.935940462939843,2.7400112259752572e-05
215341_at,DNAH6,DNAH6,19.93356217141468,2.7427101475976775e-05
1557286_at,,1557286_at,19.933370069968166,2.7429282667479028e-05
220979_s_at,ST6GALNAC5,ST6GALNAC5,19.93271111339884,2.7436766063985945e-05
222902_s_at,EXO5,EXO5,19.93082628653264,2.745818258762832e-05
221792_at,RAB6B,RAB6B,19.93010347426235,2.7466400177720423e-05
205572_at,ANGPT2,ANGPT2,19.92159443597492,2.756332935693976e-05
200812_at,CCT7,CCT7,19.919017022671746,2.7592758970292016e-05
1007_s_at,DDR1|MIR4640,DDR1|MIR4640,19.911093142848813,2.768343888351514e-05
216308_x_at,GRHPR,GRHPR,19.90839734647218,2.771435918197081e-05
235954_at,,235954_at,19.9069668431564,2.773078124170025e-05
204343_at,ABCA3,ABCA3,19.906309305099565,2.773833308636784e-05
221923_s_at,NPM1,NPM1,19.901098976658886,2.7798248817222092e-05
202942_at,ETFB,ETFB,19.900196214767668,2.7808643593346936e-05
200085_s_at,TCEB2,TCEB2,19.87926309484889,2.805080235687125e-05
205899_at,CCNA1,CCNA1,19.872684632257332,2.812735114264266e-05
232011_s_at,MAP1LC3A,MAP1LC3A,19.8657453960667,2.8208331220759497e-05
222160_at,AKAP8L,AKAP8L,19.858937770527884,2.828800879959421e-05
208714_at,NDUFV1,NDUFV1,19.843802656825375,2.846598441207164e-05
1553107_s_at,C5orf24,C5orf24,19.83651276565348,2.8552118283220302e-05
204260_at,CHGB,CHGB,19.83325440930211,2.859070423709545e-05
229663_at,LOC100507577|LONP2,LOC100507577|LONP2,19.827691423246236,2.8656706153063352e-05
211500_at,MAPK11,MAPK11,19.823466261178307,2.8706940345889567e-05
207093_s_at,LOC101927057|OMG,LOC101927057|OMG,19.81556765086791,2.8801092672332753e-05
1554770_x_at,ZNF785,ZNF785,19.810781125035504,2.8858303330780965e-05
219203_at,EMC9,EMC9,19.805581687971312,2.8920581947006976e-05
221488_s_at,CUTA,CUTA,19.79773398701502,2.9014843641563845e-05
200816_s_at,PAFAH1B1,PAFAH1B1,19.78398669336804,2.918073107229979e-05
230064_at,,230064_at,19.77674397910075,2.9268520930993795e-05
223461_at,TBC1D7,TBC1D7,19.773143685168517,2.9312261739212257e-05
203392_s_at,CTBP1,CTBP1,19.766722431450443,2.939044226777488e-05
205376_at,INPP4B,INPP4B,19.764097972927427,2.9422457577665937e-05
