gene,gene_display,gene_symbol,gene_label,coeficiente,odds_ratio,abs_coef
218491_s_at,THYN1 (218491_s_at),THYN1,THYN1,0.0094102964426694,1.0094547124956563,0.0094102964426694
214864_s_at,GRHPR (214864_s_at),GRHPR,GRHPR,0.0093922812759194,1.0094365271644907,0.0093922812759194
242972_at,HCG18 (242972_at),HCG18,HCG18,-0.0093893322986442,0.9906546098451914,0.0093893322986442
202961_s_at,ARMC2-AS1|ATP5J2 (202961_s_at),ARMC2-AS1|ATP5J2,ARMC2-AS1|ATP5J2,-0.0093643866289502,0.9906793226961074,0.0093643866289502
235327_x_at,UBXN2A (235327_x_at),UBXN2A,UBXN2A,-0.009358231946401,0.9906854200316102,0.009358231946401
212833_at,SLC25A46 (212833_at),SLC25A46,SLC25A46,0.0093437121124268,1.0093875008673605,0.0093437121124268
201243_s_at,ATP1B1 (201243_s_at),ATP1B1,ATP1B1,-0.0093311434821183,0.9907122565417044,0.0093311434821183
239597_at,239597_at,,239597_at,0.0093094319014576,1.0093528994439562,0.0093094319014576
242195_x_at,NUMBL (242195_x_at),NUMBL,NUMBL,-0.0093009275247863,0.9907421923132432,0.0093009275247863
201371_s_at,CUL3 (201371_s_at),CUL3,CUL3,-0.0092823973993157,0.99076055106047,0.0092823973993157
217773_s_at,NDUFA4 (217773_s_at),NDUFA4,NDUFA4,-0.0092580604521853,0.99078466344103,0.0092580604521853
222887_s_at,TMEM127 (222887_s_at),TMEM127,TMEM127,-0.009257248996997,0.9907854674187117,0.009257248996997
223043_at,EMC4 (223043_at),EMC4,EMC4,0.009245541091161,1.009288413129399,0.009245541091161
229300_at,RAB3C (229300_at),RAB3C,RAB3C,-0.0092383228382699,0.9908042193591832,0.0092383228382699
212111_at,STX12 (212111_at),STX12,STX12,0.0092064651726382,1.0092489750281466,0.0092064651726382
234562_x_at,234562_x_at,,234562_x_at,0.0091830407437187,1.0092253342241562,0.0091830407437187
208813_at,GOT1 (208813_at),GOT1,GOT1,-0.0091775957084026,0.9908643898826582,0.0091775957084026
217815_at,SUPT16H (217815_at),SUPT16H,SUPT16H,0.0091361125174339,1.0091779741805695,0.0091361125174339
242428_at,242428_at,,242428_at,0.0091128822641359,1.009154530992903,0.0091128822641359
200006_at,PARK7 (200006_at),PARK7,PARK7,0.0091007240989194,1.0091422615999732,0.0091007240989194
216006_at,216006_at,,216006_at,-0.0091003050668111,0.990940977386793,0.0091003050668111
210028_s_at,ORC3 (210028_s_at),ORC3,ORC3,-0.0090903234642209,0.9909508686151848,0.0090903234642209
209194_at,CETN2 (209194_at),CETN2,CETN2,-0.0090803338673103,0.990960767864365,0.0090803338673103
202154_x_at,TUBB3 (202154_x_at),TUBB3,TUBB3,-0.0090703292202168,0.9909706821267252,0.0090703292202168
238747_at,CACNA1E (238747_at),CACNA1E,CACNA1E,-0.0090665969364713,0.9909743807173964,0.0090665969364713
215600_x_at,FBXW12 (215600_x_at),FBXW12,FBXW12,-0.0090665867818585,0.9909743907803578,0.0090665867818585
204744_s_at,IARS (204744_s_at),IARS,IARS,0.0090662154505958,1.009107438065419,0.0090662154505958
209251_x_at,TUBA1C (209251_x_at),TUBA1C,TUBA1C,-0.0090635092054484,0.9909774405844588,0.0090635092054484
201592_at,EIF3H (201592_at),EIF3H,EIF3H,-0.0090507846116495,0.9909900504500816,0.0090507846116495
215604_x_at,215604_x_at,,215604_x_at,0.0089802847960722,1.0090207285283386,0.0089802847960722
202897_at,SIRPA (202897_at),SIRPA,SIRPA,-0.0089663943070145,0.9910736839312072,0.0089663943070145
208758_at,ATIC (208758_at),ATIC,ATIC,0.0089654041299142,1.009005713739446,0.0089654041299142
202432_at,PPP3CB (202432_at),PPP3CB,PPP3CB,-0.0089586795499892,0.9910813298533662,0.0089586795499892
211424_x_at,METTL7A (211424_x_at),METTL7A,METTL7A,0.0089432769610248,1.0089833875466163,0.0089432769610248
239889_at,SERP2 (239889_at),SERP2,SERP2,-0.0089258748878448,0.9911138424748294,0.0089258748878448
212432_at,GRPEL1 (212432_at),GRPEL1,GRPEL1,0.0088958499473021,1.0089355356123957,0.0088958499473021
204905_s_at,EEF1E1 (204905_s_at),EEF1E1,EEF1E1,0.0088739954193796,1.0089134860435027,0.0088739954193796
205827_at,CCK (205827_at),CCK,CCK,-0.0088731738747285,0.9911660765548238,0.0088731738747285
215221_at,215221_at,,215221_at,-0.0088597000466942,0.9911794314460634,0.0088597000466942
216751_at,216751_at,,216751_at,0.0088532106770095,1.008892516254548,0.0088532106770095
224913_s_at,TIMM50 (224913_s_at),TIMM50,TIMM50,-0.0087999610093235,0.991238645319832,0.0087999610093235
232516_x_at,DAP3 (232516_x_at),DAP3,DAP3,-0.0087698518556578,0.9912684911258368,0.0087698518556578
217766_s_at,TMEM50A (217766_s_at),TMEM50A,TMEM50A,-0.0087581773315261,0.99128006378131,0.0087581773315261
217717_s_at,YWHAB (217717_s_at),YWHAB,YWHAB,0.0087326523473715,1.0087708931894883,0.0087326523473715
226749_at,MRPS9 (226749_at),MRPS9,MRPS9,0.0087280495321736,1.008766250014176,0.0087280495321736
202433_at,SLC35B1 (202433_at),SLC35B1,SLC35B1,0.0087228612468693,1.0087610162606426,0.0087228612468693
222358_x_at,222358_x_at,,222358_x_at,-0.0086998662573271,0.99133786807196,0.0086998662573271
217446_x_at,217446_x_at,,217446_x_at,-0.0086612847908857,0.9913761160784764,0.0086612847908857
217727_x_at,VPS35 (217727_x_at),VPS35,VPS35,-0.0086485548445035,0.991388736323606,0.0086485548445035
220488_s_at,BCAS3 (220488_s_at),BCAS3,BCAS3,-0.0086354221129605,0.991401756051227,0.0086354221129605
201608_s_at,PWP1 (201608_s_at),PWP1,PWP1,0.0086228382470748,1.0086601220036775,0.0086228382470748
207614_s_at,CUL1 (207614_s_at),CUL1,CUL1,-0.0086187466346456,0.9914182882875524,0.0086187466346456
229293_at,229293_at,,229293_at,-0.0085941987050206,0.9914426258526394,0.0085941987050206
1555824_a_at,PACS2 (1555824_a_at),PACS2,PACS2,-0.0085595462221446,0.9914769823965208,0.0085595462221446
214715_x_at,ZNF160 (214715_x_at),ZNF160,ZNF160,-0.0085460431507744,0.9914903704713658,0.0085460431507744
212641_at,HIVEP2 (212641_at),HIVEP2,HIVEP2,-0.0085414625591996,0.9914949120942048,0.0085414625591996
1565620_at,AGAP4 (1565620_at),AGAP4,AGAP4,0.0085301161456665,1.008566601253346,0.0085301161456665
201173_x_at,NUDC (201173_x_at),NUDC,NUDC,0.0085293819227149,1.008565860740871,0.0085293819227149
200001_at,CAPNS1 (200001_at),CAPNS1,CAPNS1,-0.0085244589078214,0.9915117712713668,0.0085244589078214
202670_at,MAP2K1 (202670_at),MAP2K1,MAP2K1,-0.0085148980576643,0.991521251012158,0.0085148980576643
202916_s_at,FAM20B (202916_s_at),FAM20B,FAM20B,0.0085095964095138,1.0085459059451276,0.0085095964095138
212787_at,YLPM1 (212787_at),YLPM1,YLPM1,0.0085011886895704,1.0085374264092473,0.0085011886895704
228010_at,PPP2R2C (228010_at),PPP2R2C,PPP2R2C,0.0084997956003097,1.008536021427568,0.0084997956003097
218080_x_at,FAF1 (218080_x_at),FAF1,FAF1,0.0084943157705272,1.0085304948369835,0.0084943157705272
223145_s_at,AKIRIN2 (223145_s_at),AKIRIN2,AKIRIN2,0.0084812337943525,1.0085173013513773,0.0084812337943525
200882_s_at,PSMD4 (200882_s_at),PSMD4,PSMD4,-0.008476521868375,0.9915593025495032,0.008476521868375
229537_at,LMO4 (229537_at),LMO4,LMO4,0.0084635506992678,1.0084994678017196,0.0084635506992678
202395_at,LOC101930324|NSF (202395_at),LOC101930324|NSF,LOC101930324|NSF,-0.0084596666269974,0.9915760156617393,0.0084596666269974
232426_at,SV2B (232426_at),SV2B,SV2B,-0.0084490458889192,0.9915865469868111,0.0084490458889192
209092_s_at,GLOD4 (209092_s_at),GLOD4,GLOD4,-0.0084474968376529,0.9915880830063972,0.0084474968376529
209953_s_at,CDC37 (209953_s_at),CDC37,CDC37,0.0084431701852443,1.0084789142736197,0.0084431701852443
214295_at,KIAA0485 (214295_at),KIAA0485,KIAA0485,0.0084201527605883,1.0084557019533382,0.0084201527605883
203445_s_at,CTDSP2 (203445_s_at),CTDSP2,CTDSP2,-0.0084057401101478,0.9916294893442672,0.0084057401101478
221903_s_at,CYLD (221903_s_at),CYLD,CYLD,0.0083922087896568,1.0084275220902477,0.0083922087896568
212177_at,PNISR (212177_at),PNISR,PNISR,0.0083770164657635,1.0084122018490844,0.0083770164657635
224738_x_at,RPL7L1 (224738_x_at),RPL7L1,RPL7L1,0.0083445193155378,1.00837943185874,0.0083445193155378
221853_s_at,LOC101060373|NOMO1|NOMO2|NOMO3 (221853_s_at),LOC101060373|NOMO1|NOMO2|NOMO3,LOC101060373|NOMO1|NOMO2|NOMO3,-0.0083443030520929,0.99169041401427,0.0083443030520929
232003_at,PNMAL2 (232003_at),PNMAL2,PNMAL2,0.0083112523167164,1.008345886659346,0.0083112523167164
201570_at,SAMM50 (201570_at),SAMM50,SAMM50,0.0083057252434319,1.008340313473136,0.0083057252434319
207436_x_at,SORBS1 (207436_x_at),SORBS1,SORBS1,-0.0082838648789862,0.9917503517824268,0.0082838648789862
240503_at,240503_at,,240503_at,0.0082696780104295,1.008303966250023,0.0082696780104295
203909_at,SLC9A6 (203909_at),SLC9A6,SLC9A6,-0.0082526284553854,0.9917813310003588,0.0082526284553854
223229_at,UBE2T (223229_at),UBE2T,UBE2T,-0.0082508926549701,0.9917830525362992,0.0082508926549701
205370_x_at,DBT (205370_x_at),DBT,DBT,-0.0082452329278155,0.9917886657736578,0.0082452329278155
203813_s_at,SLIT3 (203813_s_at),SLIT3,SLIT3,0.0082352603384382,1.0082692633720445,0.0082352603384382
227152_at,KIAA1551 (227152_at),KIAA1551,KIAA1551,0.0082306560340693,1.0082646210041577,0.0082306560340693
235538_at,235538_at,,235538_at,0.0081976050115351,1.008231297378141,0.0081976050115351
1558678_s_at,MALAT1 (1558678_s_at),MALAT1,MALAT1,-0.0081960499659028,0.991837446077402,0.0081960499659028
211047_x_at,AP2S1 (211047_x_at),AP2S1,AP2S1,-0.0081887826030847,0.991844654146171,0.0081887826030847
203159_at,GLS (203159_at),GLS,GLS,-0.0081880923943205,0.9918453387262804,0.0081880923943205
213295_at,CYLD (213295_at),CYLD,CYLD,-0.0081867249680438,0.9918466950025862,0.0081867249680438
200065_s_at,ARF1|MIR3620 (200065_s_at),ARF1|MIR3620,ARF1|MIR3620,0.0081645074749151,1.0081979279580808,0.0081645074749151
230629_s_at,EP400 (230629_s_at),EP400,EP400,0.0081625550287233,1.0081959595077974,0.0081625550287233
215230_x_at,EIF3C|EIF3CL (215230_x_at),EIF3C|EIF3CL,EIF3C|EIF3CL,-0.008108653686952,0.9919241327675052,0.008108653686952
209132_s_at,COMMD4 (209132_s_at),COMMD4,COMMD4,0.0080614834468882,1.0080940646967915,0.0080614834468882
200913_at,PPM1G (200913_at),PPM1G,PPM1G,0.0080353519693863,1.008067722053608,0.0080353519693863
227322_s_at,BCCIP (227322_s_at),BCCIP,BCCIP,-0.0080001406875936,0.9920317752704876,0.0080001406875936
