gene,gene_display,gene_symbol,gene_label,importance_mean,importance_std
243178_at,243178_at,,243178_at,0.0,0.0
243158_at,243158_at,,243158_at,0.0,0.0
243127_x_at,DNASE1 (243127_x_at),DNASE1,DNASE1,0.0,0.0
243046_at,243046_at,,243046_at,0.0,0.0
243031_at,243031_at,,243031_at,0.0,0.0
243025_at,243025_at,,243025_at,0.0,0.0
238017_at,SDR16C5 (238017_at),SDR16C5,SDR16C5,0.0,0.0
237999_at,237999_at,,237999_at,0.0,0.0
228855_at,NUDT7 (228855_at),NUDT7,NUDT7,0.0,0.0
232003_at,PNMAL2 (232003_at),PNMAL2,PNMAL2,0.0,0.0
232266_x_at,CDK13 (232266_x_at),CDK13,CDK13,0.0,0.0
232264_at,232264_at,,232264_at,0.0,0.0
232253_at,C5orf56 (232253_at),C5orf56,C5orf56,0.0,0.0
232215_x_at,PRR11 (232215_x_at),PRR11,PRR11,0.0,0.0
232205_at,232205_at,,232205_at,0.0,0.0
232169_x_at,MIR4691|MIR7113|NDUFS8 (232169_x_at),MIR4691|MIR7113|NDUFS8,MIR4691|MIR7113|NDUFS8,0.0,0.0
232150_at,232150_at,,232150_at,0.0,0.0
232140_at,LOC100132352 (232140_at),LOC100132352,LOC100132352,0.0,0.0
232120_at,232120_at,,232120_at,0.0,0.0
232058_at,232058_at,,232058_at,0.0,0.0
232028_at,ZNF678 (232028_at),ZNF678,ZNF678,0.0,0.0
232027_at,SYNE1 (232027_at),SYNE1,SYNE1,0.0,0.0
232011_s_at,MAP1LC3A (232011_s_at),MAP1LC3A,MAP1LC3A,0.0,0.0
231986_at,RIMS1 (231986_at),RIMS1,RIMS1,0.0,0.0
233204_at,233204_at,,233204_at,0.0,0.0
231967_at,PHF20L1 (231967_at),PHF20L1,PHF20L1,0.0,0.0
231896_s_at,DENR (231896_s_at),DENR,DENR,0.0,0.0
231887_s_at,PALD1 (231887_s_at),PALD1,PALD1,0.0,0.0
231825_x_at,ATF7IP (231825_x_at),ATF7IP,ATF7IP,0.0,0.0
231735_s_at,MALAT1 (231735_s_at),MALAT1,MALAT1,0.0,0.0
231713_s_at,ELP2 (231713_s_at),ELP2,ELP2,0.0,0.0
231695_at,231695_at,,231695_at,0.0,0.0
231530_s_at,C11orf1 (231530_s_at),C11orf1,C11orf1,0.0,0.0
231506_at,231506_at,,231506_at,0.0,0.0
231327_at,231327_at,,231327_at,0.0,0.0
231311_at,231311_at,,231311_at,0.0,0.0
231281_at,231281_at,,231281_at,0.0,0.0
231271_x_at,NMRAL1 (231271_x_at),NMRAL1,NMRAL1,0.0,0.0
232280_at,SLC25A29 (232280_at),SLC25A29,SLC25A29,0.0,0.0
232288_at,LOC102724985|PDXDC1|PDXDC2P (232288_at),LOC102724985|PDXDC1|PDXDC2P,LOC102724985|PDXDC1|PDXDC2P,0.0,0.0
232305_at,HMGCLL1 (232305_at),HMGCLL1,HMGCLL1,0.0,0.0
232311_at,B2M (232311_at),B2M,B2M,0.0,0.0
233152_x_at,233152_x_at,,233152_x_at,0.0,0.0
233057_at,HSPB8 (233057_at),HSPB8,HSPB8,0.0,0.0
233056_x_at,DLGAP4 (233056_x_at),DLGAP4,DLGAP4,0.0,0.0
233041_x_at,233041_x_at,,233041_x_at,0.0,0.0
233039_at,233039_at,,233039_at,0.0,0.0
233037_at,233037_at,,233037_at,0.0,0.0
233031_at,ZEB2 (233031_at),ZEB2,ZEB2,0.0,0.0
233017_x_at,233017_x_at,,233017_x_at,0.0,0.0
232883_at,232883_at,,232883_at,0.0,0.0
232814_x_at,APOPT1 (232814_x_at),APOPT1,APOPT1,0.0,0.0
232795_at,232795_at,,232795_at,0.0,0.0
232778_at,232778_at,,232778_at,0.0,0.0
232753_at,ZNF346 (232753_at),ZNF346,ZNF346,0.0,0.0
232696_at,232696_at,,232696_at,0.0,0.0
232695_at,KIF6 (232695_at),KIF6,KIF6,0.0,0.0
232614_at,232614_at,,232614_at,0.0,0.0
232551_at,SLC26A6 (232551_at),SLC26A6,SLC26A6,0.0,0.0
232541_at,232541_at,,232541_at,0.0,0.0
232531_at,EMX2OS (232531_at),EMX2OS,EMX2OS,0.0,0.0
232523_at,MEGF10 (232523_at),MEGF10,MEGF10,0.0,0.0
232516_x_at,DAP3 (232516_x_at),DAP3,DAP3,0.0,0.0
232471_at,232471_at,,232471_at,0.0,0.0
232469_x_at,SSBP3-AS1 (232469_x_at),SSBP3-AS1,SSBP3-AS1,0.0,0.0
232426_at,SV2B (232426_at),SV2B,SV2B,0.0,0.0
232392_at,SRSF3 (232392_at),SRSF3,SRSF3,0.0,0.0
232386_at,VPS13C (232386_at),VPS13C,VPS13C,0.0,0.0
232347_x_at,232347_x_at,,232347_x_at,0.0,0.0
231166_at,GPR155 (231166_at),GPR155,GPR155,0.0,0.0
231136_at,231136_at,,231136_at,0.0,0.0
231016_s_at,ARNT (231016_s_at),ARNT,ARNT,0.0,0.0
229811_at,RP11-157P1.4 (229811_at),RP11-157P1.4,RP11-157P1.4,0.0,0.0
229793_at,ASAH2B (229793_at),ASAH2B,ASAH2B,0.0,0.0
229776_at,SLCO3A1 (229776_at),SLCO3A1,SLCO3A1,0.0,0.0
229715_at,NCR3LG1|RP1-239B22.5 (229715_at),NCR3LG1|RP1-239B22.5,NCR3LG1|RP1-239B22.5,0.0,0.0
229677_at,SLC39A3 (229677_at),SLC39A3,SLC39A3,0.0,0.0
229663_at,LOC100507577|LONP2 (229663_at),LOC100507577|LONP2,LOC100507577|LONP2,0.0,0.0
229656_s_at,EML6 (229656_s_at),EML6,EML6,0.0,0.0
229606_at,229606_at,,229606_at,0.0,0.0
229541_at,229541_at,,229541_at,0.0,0.0
229537_at,LMO4 (229537_at),LMO4,LMO4,0.0,0.0
229520_s_at,GPATCH2L (229520_s_at),GPATCH2L,GPATCH2L,0.0,0.0
229467_at,PCBP2 (229467_at),PCBP2,PCBP2,0.0,0.0
229353_s_at,NUCKS1 (229353_s_at),NUCKS1,NUCKS1,0.0,0.0
229319_at,BC022047 (229319_at),BC022047,BC022047,0.0,0.0
229312_s_at,GKAP1 (229312_s_at),GKAP1,GKAP1,0.0,0.0
229300_at,RAB3C (229300_at),RAB3C,RAB3C,0.0,0.0
229293_at,229293_at,,229293_at,0.0,0.0
229289_at,FAM71E1 (229289_at),FAM71E1,FAM71E1,0.0,0.0
229202_at,PCNXL2 (229202_at),PCNXL2,PCNXL2,0.0,0.0
229145_at,ANAPC16 (229145_at),ANAPC16,ANAPC16,0.0,0.0
229099_at,C11orf83 (229099_at),C11orf83,C11orf83,0.0,0.0
229065_at,SLC35F3 (229065_at),SLC35F3,SLC35F3,0.0,0.0
229061_s_at,SLC25A13 (229061_s_at),SLC25A13,SLC25A13,0.0,0.0
229039_at,SYN2 (229039_at),SYN2,SYN2,0.0,0.0
229035_s_at,KLHDC4|LOC100129637 (229035_s_at),KLHDC4|LOC100129637,KLHDC4|LOC100129637,0.0,0.0
228959_at,PDK3 (228959_at),PDK3,PDK3,0.0,0.0
228943_at,MAP6 (228943_at),MAP6,MAP6,0.0,0.0
228882_at,TUB (228882_at),TUB,TUB,0.0,0.0
229810_at,RSPH3 (229810_at),RSPH3,RSPH3,0.0,0.0
229818_at,SVOP (229818_at),SVOP,SVOP,0.0,0.0
231015_at,KLF15 (231015_at),KLF15,KLF15,0.0,0.0
229830_at,229830_at,,229830_at,0.0,0.0
230970_at,230970_at,,230970_at,0.0,0.0
230950_at,CNDP2 (230950_at),CNDP2,CNDP2,0.0,0.0
230949_at,SLC23A3 (230949_at),SLC23A3,SLC23A3,0.0,0.0
230923_at,FAM19A1 (230923_at),FAM19A1,FAM19A1,0.0,0.0
230742_at,RBM5 (230742_at),RBM5,RBM5,0.0,0.0
230713_at,230713_at,,230713_at,0.0,0.0
230656_s_at,CIRH1A (230656_s_at),CIRH1A,CIRH1A,0.0,0.0
230644_at,LRFN5 (230644_at),LRFN5,LRFN5,0.0,0.0
230629_s_at,EP400 (230629_s_at),EP400,EP400,0.0,0.0
230590_at,230590_at,,230590_at,0.0,0.0
230496_at,AMER2 (230496_at),AMER2,AMER2,0.0,0.0
230482_at,ST6GALNAC5 (230482_at),ST6GALNAC5,ST6GALNAC5,0.0,0.0
230411_at,UBE2V2 (230411_at),UBE2V2,UBE2V2,0.0,0.0
230392_at,230392_at,,230392_at,0.0,0.0
230326_s_at,C11orf73 (230326_s_at),C11orf73,C11orf73,0.0,0.0
230296_at,C16orf52|LOC101930115|VWA3A (230296_at),C16orf52|LOC101930115|VWA3A,C16orf52|LOC101930115|VWA3A,0.0,0.0
230272_at,LINC00461|MIR9-2 (230272_at),LINC00461|MIR9-2,LINC00461|MIR9-2,0.0,0.0
230262_at,ST8SIA3 (230262_at),ST8SIA3,ST8SIA3,0.0,0.0
230258_at,GLIS3 (230258_at),GLIS3,GLIS3,0.0,0.0
230255_at,GABRD (230255_at),GABRD,GABRD,0.0,0.0
230150_at,BCAP29 (230150_at),BCAP29,BCAP29,0.0,0.0
230064_at,230064_at,,230064_at,0.0,0.0
230006_s_at,SVIP (230006_s_at),SVIP,SVIP,0.0,0.0
229973_at,ERICH3 (229973_at),ERICH3,ERICH3,0.0,0.0
229961_x_at,YJEFN3 (229961_x_at),YJEFN3,YJEFN3,0.0,0.0
229917_at,AGAP2 (229917_at),AGAP2,AGAP2,0.0,0.0
229905_at,RAP1GDS1 (229905_at),RAP1GDS1,RAP1GDS1,0.0,0.0
233167_at,SELO (233167_at),SELO,SELO,0.0,0.0
233216_at,ZDHHC21 (233216_at),ZDHHC21,ZDHHC21,0.0,0.0
237937_x_at,237937_x_at,,237937_x_at,0.0,0.0
236000_s_at,236000_s_at,,236000_s_at,0.0,0.0
236571_at,236571_at,,236571_at,0.0,0.0
236524_at,236524_at,,236524_at,0.0,0.0
236488_s_at,CTD-3092A11.2 (236488_s_at),CTD-3092A11.2,CTD-3092A11.2,0.0,0.0
236484_at,236484_at,,236484_at,0.0,0.0
236465_at,RNF175 (236465_at),RNF175,RNF175,0.0,0.0
236462_at,236462_at,,236462_at,0.0,0.0
236338_at,236338_at,,236338_at,0.0,0.0
236302_at,PPM1E (236302_at),PPM1E,PPM1E,0.0,0.0
236274_at,EIF3B (236274_at),EIF3B,EIF3B,0.0,0.0
236139_at,236139_at,,236139_at,0.0,0.0
236120_at,236120_at,,236120_at,0.0,0.0
236081_at,SNCA (236081_at),SNCA,SNCA,0.0,0.0
236007_at,AKAP10 (236007_at),AKAP10,AKAP10,0.0,0.0
235990_at,LOC100130987 (235990_at),LOC100130987,LOC100130987,0.0,0.0
233229_at,SCFD1 (233229_at),SCFD1,SCFD1,0.0,0.0
235954_at,235954_at,,235954_at,0.0,0.0
235879_at,235879_at,,235879_at,0.0,0.0
235850_at,FAM162A (235850_at),FAM162A,FAM162A,0.0,0.0
235805_at,235805_at,,235805_at,0.0,0.0
235803_at,235803_at,,235803_at,0.0,0.0
235765_at,TLE4 (235765_at),TLE4,TLE4,0.0,0.0
235757_at,235757_at,,235757_at,0.0,0.0
235716_at,235716_at,,235716_at,0.0,0.0
235694_at,TCFL5 (235694_at),TCFL5,TCFL5,0.0,0.0
235672_at,MAP6 (235672_at),MAP6,MAP6,0.0,0.0
235645_at,ESCO1 (235645_at),ESCO1,ESCO1,0.0,0.0
235640_at,235640_at,,235640_at,0.0,0.0
235606_at,LINC00883 (235606_at),LINC00883,LINC00883,0.0,0.0
236602_at,236602_at,,236602_at,0.0,0.0
236610_at,236610_at,,236610_at,0.0,0.0
236617_at,236617_at,,236617_at,0.0,0.0
236645_at,HBP1 (236645_at),HBP1,HBP1,0.0,0.0
237868_x_at,237868_x_at,,237868_x_at,0.0,0.0
237832_at,237832_at,,237832_at,0.0,0.0
237790_at,SCN8A (237790_at),SCN8A,SCN8A,0.0,0.0
237768_x_at,237768_x_at,,237768_x_at,0.0,0.0
237745_at,TSC22D1-AS1 (237745_at),TSC22D1-AS1,TSC22D1-AS1,0.0,0.0
237628_at,237628_at,,237628_at,0.0,0.0
237600_at,237600_at,,237600_at,0.0,0.0
237560_at,MRPS5 (237560_at),MRPS5,MRPS5,0.0,0.0
237475_x_at,CCDC152 (237475_x_at),CCDC152,CCDC152,0.0,0.0
237452_at,237452_at,,237452_at,0.0,0.0
237444_at,KIF13A (237444_at),KIF13A,KIF13A,0.0,0.0
237361_at,237361_at,,237361_at,0.0,0.0
237305_at,237305_at,,237305_at,0.0,0.0
237107_at,PRKRA (237107_at),PRKRA,PRKRA,0.0,0.0
237106_at,SLC11A2 (237106_at),SLC11A2,SLC11A2,0.0,0.0
237072_at,237072_at,,237072_at,0.0,0.0
237040_at,CWF19L2 (237040_at),CWF19L2,CWF19L2,0.0,0.0
237018_at,237018_at,,237018_at,0.0,0.0
236949_at,236949_at,,236949_at,0.0,0.0
236946_at,236946_at,,236946_at,0.0,0.0
236916_at,236916_at,,236916_at,0.0,0.0
236901_at,236901_at,,236901_at,0.0,0.0
236817_at,ADAT2 (236817_at),ADAT2,ADAT2,0.0,0.0
236808_at,FGFR1OP2 (236808_at),FGFR1OP2,FGFR1OP2,0.0,0.0
236725_at,WWC1 (236725_at),WWC1,WWC1,0.0,0.0
236715_x_at,UACA (236715_x_at),UACA,UACA,0.0,0.0
236704_at,LOC101929787 (236704_at),LOC101929787,LOC101929787,0.0,0.0
235601_at,235601_at,,235601_at,0.0,0.0
235592_at,235592_at,,235592_at,0.0,0.0
235567_at,RORA (235567_at),RORA,RORA,0.0,0.0
234314_at,RALGAPA2 (234314_at),RALGAPA2,RALGAPA2,0.0,0.0
234122_at,234122_at,,234122_at,0.0,0.0
234107_s_at,DTD1 (234107_s_at),DTD1,DTD1,0.0,0.0
234086_at,234086_at,,234086_at,0.0,0.0
233884_at,HIVEP3 (233884_at),HIVEP3,HIVEP3,0.0,0.0
233869_x_at,233869_x_at,,233869_x_at,0.0,0.0
233868_x_at,ADAM33 (233868_x_at),ADAM33,ADAM33,0.0,0.0
233842_x_at,RTFDC1 (233842_x_at),RTFDC1,RTFDC1,0.0,0.0
233816_at,233816_at,,233816_at,0.0,0.0
233775_x_at,LOC100289333 (233775_x_at),LOC100289333,LOC100289333,0.0,0.0
233702_x_at,233702_x_at,,233702_x_at,0.0,0.0
233700_at,233700_at,,233700_at,0.0,0.0
233658_at,233658_at,,233658_at,0.0,0.0
233611_at,233611_at,,233611_at,0.0,0.0
233558_s_at,TRAPPC11 (233558_s_at),TRAPPC11,TRAPPC11,0.0,0.0
233547_x_at,PDE1A (233547_x_at),PDE1A,PDE1A,0.0,0.0
233506_at,RP11-469M7.1 (233506_at),RP11-469M7.1,RP11-469M7.1,0.0,0.0
233473_x_at,233473_x_at,,233473_x_at,0.0,0.0
233449_at,233449_at,,233449_at,0.0,0.0
233393_at,233393_at,,233393_at,0.0,0.0
233350_s_at,TEX264 (233350_s_at),TEX264,TEX264,0.0,0.0
233319_x_at,233319_x_at,,233319_x_at,0.0,0.0
233313_at,233313_at,,233313_at,0.0,0.0
233308_at,COPB1 (233308_at),COPB1,COPB1,0.0,0.0
233271_at,233271_at,,233271_at,0.0,0.0
233246_at,233246_at,,233246_at,0.0,0.0
233243_at,233243_at,,233243_at,0.0,0.0
233241_at,KIZ (233241_at),KIZ,KIZ,0.0,0.0
234282_at,234282_at,,234282_at,0.0,0.0
234505_at,234505_at,,234505_at,0.0,0.0
235538_at,235538_at,,235538_at,0.0,0.0
234562_x_at,234562_x_at,,234562_x_at,0.0,0.0
235537_at,OCIAD1 (235537_at),OCIAD1,OCIAD1,0.0,0.0
235507_at,PCMTD1 (235507_at),PCMTD1,PCMTD1,0.0,0.0
235484_at,PTAR1 (235484_at),PTAR1,PTAR1,0.0,0.0
235396_at,TANGO2 (235396_at),TANGO2,TANGO2,0.0,0.0
235377_at,MLIP (235377_at),MLIP,MLIP,0.0,0.0
235376_at,235376_at,,235376_at,0.0,0.0
235327_x_at,UBXN2A (235327_x_at),UBXN2A,UBXN2A,0.0,0.0
235225_at,SCN2B (235225_at),SCN2B,SCN2B,0.0,0.0
235213_at,ITPKB (235213_at),ITPKB,ITPKB,0.0,0.0
235154_at,TAF3 (235154_at),TAF3,TAF3,0.0,0.0
235119_at,TAF3 (235119_at),TAF3,TAF3,0.0,0.0
235112_at,235112_at,,235112_at,0.0,0.0
235070_at,RBFOX1 (235070_at),RBFOX1,RBFOX1,0.0,0.0
235066_at,MAP4 (235066_at),MAP4,MAP4,0.0,0.0
235019_at,CPM (235019_at),CPM,CPM,0.0,0.0
235009_at,BOD1L1 (235009_at),BOD1L1,BOD1L1,0.0,0.0
234991_at,ZXDC (234991_at),ZXDC,ZXDC,0.0,0.0
234989_at,MIR612|NEAT1 (234989_at),MIR612|NEAT1,MIR612|NEAT1,0.0,0.0
234981_x_at,CMBL (234981_x_at),CMBL,CMBL,0.0,0.0
234969_s_at,EPC1 (234969_s_at),EPC1,EPC1,0.0,0.0
234926_s_at,RTFDC1 (234926_s_at),RTFDC1,RTFDC1,0.0,0.0
234906_at,234906_at,,234906_at,0.0,0.0
234788_x_at,234788_x_at,,234788_x_at,0.0,0.0
234762_x_at,NLN (234762_x_at),NLN,NLN,0.0,0.0
234723_x_at,234723_x_at,,234723_x_at,0.0,0.0
234677_at,RP11-338N10.1 (234677_at),RP11-338N10.1,RP11-338N10.1,0.0,0.0
234594_at,ITPK1-AS1 (234594_at),ITPK1-AS1,ITPK1-AS1,0.0,0.0
215698_at,KDM5A (215698_at),KDM5A,KDM5A,0.0,0.0
215645_at,FLCN (215645_at),FLCN,FLCN,0.0,0.0
215628_x_at,215628_x_at,,215628_x_at,0.0,0.0
201976_s_at,MYO10 (201976_s_at),MYO10,MYO10,0.0,0.0
202133_at,WWTR1 (202133_at),WWTR1,WWTR1,0.0,0.0
202120_x_at,AP2S1 (202120_x_at),AP2S1,AP2S1,0.0,0.0
202078_at,COPS3 (202078_at),COPS3,COPS3,0.0,0.0
202077_at,NDUFAB1 (202077_at),NDUFAB1,NDUFAB1,0.0,0.0
202074_s_at,OPTN (202074_s_at),OPTN,OPTN,0.0,0.0
202070_s_at,IDH3A (202070_s_at),IDH3A,IDH3A,0.0,0.0
202041_s_at,FIBP (202041_s_at),FIBP,FIBP,0.0,0.0
202021_x_at,EIF1 (202021_x_at),EIF1,EIF1,0.0,0.0
202012_s_at,EXT2 (202012_s_at),EXT2,EXT2,0.0,0.0
202000_at,NDUFA6 (202000_at),NDUFA6,NDUFA6,0.0,0.0
201996_s_at,SPEN (201996_s_at),SPEN,SPEN,0.0,0.0
201993_x_at,HNRNPDL (201993_x_at),HNRNPDL,HNRNPDL,0.0,0.0
201991_s_at,KIF5B (201991_s_at),KIF5B,KIF5B,0.0,0.0
201971_s_at,ATP6V1A (201971_s_at),ATP6V1A,ATP6V1A,0.0,0.0
202517_at,CRMP1 (202517_at),CRMP1,CRMP1,0.0,0.0
201947_s_at,CCT2 (201947_s_at),CCT2,CCT2,0.0,0.0
201932_at,LRRC41 (201932_at),LRRC41,LRRC41,0.0,0.0
201903_at,UQCRC1 (201903_at),UQCRC1,UQCRC1,0.0,0.0
201900_s_at,AKR1A1 (201900_s_at),AKR1A1,AKR1A1,0.0,0.0
201892_s_at,IMPDH2 (201892_s_at),IMPDH2,IMPDH2,0.0,0.0
201880_at,ARIH1 (201880_at),ARIH1,ARIH1,0.0,0.0
201856_s_at,ZFR (201856_s_at),ZFR,ZFR,0.0,0.0
201837_s_at,SUPT7L (201837_s_at),SUPT7L,SUPT7L,0.0,0.0
201828_x_at,FAM127A (201828_x_at),FAM127A,FAM127A,0.0,0.0
201825_s_at,SCCPDH (201825_s_at),SCCPDH,SCCPDH,0.0,0.0
201805_at,PRKAG1 (201805_at),PRKAG1,PRKAG1,0.0,0.0
201758_at,TSG101 (201758_at),TSG101,TSG101,0.0,0.0
201728_s_at,KIAA0100 (201728_s_at),KIAA0100,KIAA0100,0.0,0.0
202144_s_at,ADSL (202144_s_at),ADSL,ADSL,0.0,0.0
202145_at,LY6E (202145_at),LY6E,LY6E,0.0,0.0
202154_x_at,TUBB3 (202154_x_at),TUBB3,TUBB3,0.0,0.0
202168_at,AK6|TAF9 (202168_at),AK6|TAF9,AK6|TAF9,0.0,0.0
202501_at,MAPRE2 (202501_at),MAPRE2,MAPRE2,0.0,0.0
202477_s_at,TUBGCP2 (202477_s_at),TUBGCP2,TUBGCP2,0.0,0.0
202471_s_at,IDH3G (202471_s_at),IDH3G,IDH3G,0.0,0.0
202443_x_at,NOTCH2 (202443_x_at),NOTCH2,NOTCH2,0.0,0.0
202433_at,SLC35B1 (202433_at),SLC35B1,SLC35B1,0.0,0.0
202432_at,PPP3CB (202432_at),PPP3CB,PPP3CB,0.0,0.0
202429_s_at,PPP3CA (202429_s_at),PPP3CA,PPP3CA,0.0,0.0
202416_at,DNAJC7 (202416_at),DNAJC7,DNAJC7,0.0,0.0
202395_at,LOC101930324|NSF (202395_at),LOC101930324|NSF,LOC101930324|NSF,0.0,0.0
202391_at,BASP1 (202391_at),BASP1,BASP1,0.0,0.0
202364_at,MXI1 (202364_at),MXI1,MXI1,0.0,0.0
202363_at,SPOCK1 (202363_at),SPOCK1,SPOCK1,0.0,0.0
202343_x_at,COX5B (202343_x_at),COX5B,COX5B,0.0,0.0
202336_s_at,PAM (202336_s_at),PAM,PAM,0.0,0.0
202322_s_at,GGPS1 (202322_s_at),GGPS1,GGPS1,0.0,0.0
202320_at,GTF3C1 (202320_at),GTF3C1,GTF3C1,0.0,0.0
202309_at,MTHFD1 (202309_at),MTHFD1,MTHFD1,0.0,0.0
202283_at,SERPINF1 (202283_at),SERPINF1,SERPINF1,0.0,0.0
202279_at,C14orf2 (202279_at),C14orf2,C14orf2,0.0,0.0
202257_s_at,CD2BP2 (202257_s_at),CD2BP2,CD2BP2,0.0,0.0
202254_at,SIPA1L1 (202254_at),SIPA1L1,SIPA1L1,0.0,0.0
202243_s_at,PSMB4 (202243_s_at),PSMB4,PSMB4,0.0,0.0
202242_at,TSPAN7 (202242_at),TSPAN7,TSPAN7,0.0,0.0
202205_at,VASP (202205_at),VASP,VASP,0.0,0.0
202201_at,BLVRB (202201_at),BLVRB,BLVRB,0.0,0.0
202178_at,PRKCZ (202178_at),PRKCZ,PRKCZ,0.0,0.0
202173_s_at,VEZF1 (202173_s_at),VEZF1,VEZF1,0.0,0.0
201725_at,CDC123 (201725_at),CDC123,CDC123,0.0,0.0
201704_at,ENTPD6 (201704_at),ENTPD6,ENTPD6,0.0,0.0
201677_at,HMCES (201677_at),HMCES,HMCES,0.0,0.0
201415_at,GSS (201415_at),GSS,GSS,0.0,0.0
201400_at,PSMB3 (201400_at),PSMB3,PSMB3,0.0,0.0
201394_s_at,RBM5 (201394_s_at),RBM5,RBM5,0.0,0.0
201390_s_at,CSNK2B (201390_s_at),CSNK2B,CSNK2B,0.0,0.0
201387_s_at,UCHL1 (201387_s_at),UCHL1,UCHL1,0.0,0.0
201372_s_at,CUL3 (201372_s_at),CUL3,CUL3,0.0,0.0
201371_s_at,CUL3 (201371_s_at),CUL3,CUL3,0.0,0.0
201347_x_at,GRHPR (201347_x_at),GRHPR,GRHPR,0.0,0.0
201345_s_at,UBE2D2 (201345_s_at),UBE2D2,UBE2D2,0.0,0.0
201341_at,ENC1 (201341_at),ENC1,ENC1,0.0,0.0
201330_at,RARS (201330_at),RARS,RARS,0.0,0.0
201322_at,ATP5B (201322_at),ATP5B,ATP5B,0.0,0.0
201313_at,ENO2 (201313_at),ENO2,ENO2,0.0,0.0
201293_x_at,LOC101060363|PPIA (201293_x_at),LOC101060363|PPIA,LOC101060363|PPIA,0.0,0.0
201274_at,PSMA5 (201274_at),PSMA5,PSMA5,0.0,0.0
201269_s_at,NUDCD3 (201269_s_at),NUDCD3,NUDCD3,0.0,0.0
201267_s_at,PSMC3 (201267_s_at),PSMC3,PSMC3,0.0,0.0
201266_at,TXNRD1 (201266_at),TXNRD1,TXNRD1,0.0,0.0
201255_x_at,BAG6 (201255_x_at),BAG6,BAG6,0.0,0.0
201243_s_at,ATP1B1 (201243_s_at),ATP1B1,ATP1B1,0.0,0.0
201241_at,DDX1 (201241_at),DDX1,DDX1,0.0,0.0
201232_s_at,PSMD13 (201232_s_at),PSMD13,PSMD13,0.0,0.0
201231_s_at,ENO1 (201231_s_at),ENO1,ENO1,0.0,0.0
201226_at,NDUFB8 (201226_at),NDUFB8,NDUFB8,0.0,0.0
201217_x_at,RNU86|RPL3|SNORD83B (201217_x_at),RNU86|RPL3|SNORD83B,RNU86|RPL3|SNORD83B,0.0,0.0
201214_s_at,PPP1R7 (201214_s_at),PPP1R7,PPP1R7,0.0,0.0
201199_s_at,PSMD1 (201199_s_at),PSMD1,PSMD1,0.0,0.0
201186_at,LRPAP1 (201186_at),LRPAP1,LRPAP1,0.0,0.0
201410_at,PLEKHB2 (201410_at),PLEKHB2,PLEKHB2,0.0,0.0
201441_at,COX6B1 (201441_at),COX6B1,COX6B1,0.0,0.0
201676_x_at,PSMA1 (201676_x_at),PSMA1,PSMA1,0.0,0.0
201459_at,RUVBL2 (201459_at),RUVBL2,RUVBL2,0.0,0.0
201652_at,COPS5 (201652_at),COPS5,COPS5,0.0,0.0
201648_at,JAK1 (201648_at),JAK1,JAK1,0.0,0.0
201635_s_at,FXR1 (201635_s_at),FXR1,FXR1,0.0,0.0
201632_at,EIF2B1 (201632_at),EIF2B1,EIF2B1,0.0,0.0
201628_s_at,RRAGA (201628_s_at),RRAGA,RRAGA,0.0,0.0
201619_at,PRDX3 (201619_at),PRDX3,PRDX3,0.0,0.0
201614_s_at,RUVBL1 (201614_s_at),RUVBL1,RUVBL1,0.0,0.0
201608_s_at,PWP1 (201608_s_at),PWP1,PWP1,0.0,0.0
201600_at,PHB2 (201600_at),PHB2,PHB2,0.0,0.0
201592_at,EIF3H (201592_at),EIF3H,EIF3H,0.0,0.0
201580_s_at,TMX4 (201580_s_at),TMX4,TMX4,0.0,0.0
201579_at,FAT1 (201579_at),FAT1,FAT1,0.0,0.0
201577_at,NME1 (201577_at),NME1,NME1,0.0,0.0
201570_at,SAMM50 (201570_at),SAMM50,SAMM50,0.0,0.0
201554_x_at,GYG1 (201554_x_at),GYG1,GYG1,0.0,0.0
201550_x_at,ACTB|ACTG1 (201550_x_at),ACTB|ACTG1,ACTB|ACTG1,0.0,0.0
201549_x_at,KDM5B (201549_x_at),KDM5B,KDM5B,0.0,0.0
201546_at,TRIP12 (201546_at),TRIP12,TRIP12,0.0,0.0
201529_s_at,RPA1 (201529_s_at),RPA1,RPA1,0.0,0.0
201527_at,ATP6V1F|LOC101927180 (201527_at),ATP6V1F|LOC101927180,ATP6V1F|LOC101927180,0.0,0.0
201526_at,ARF5 (201526_at),ARF5,ARF5,0.0,0.0
201522_x_at,SNRPN|SNURF (201522_x_at),SNRPN|SNURF,SNRPN|SNURF,0.0,0.0
201519_at,TOMM70A (201519_at),TOMM70A,TOMM70A,0.0,0.0
201502_s_at,NFKBIA (201502_s_at),NFKBIA,NFKBIA,0.0,0.0
201481_s_at,PYGB (201481_s_at),PYGB,PYGB,0.0,0.0
201475_x_at,MARS|MIR6758 (201475_x_at),MARS|MIR6758,MARS|MIR6758,0.0,0.0
201463_s_at,TALDO1 (201463_s_at),TALDO1,TALDO1,0.0,0.0
202507_s_at,SNAP25 (202507_s_at),SNAP25,SNAP25,0.0,0.0
202530_at,MAPK14 (202530_at),MAPK14,MAPK14,0.0,0.0
201173_x_at,NUDC (201173_x_at),NUDC,NUDC,0.0,0.0
203785_s_at,DDX28 (203785_s_at),DDX28,DDX28,0.0,0.0
204094_s_at,TSC22D2 (204094_s_at),TSC22D2,TSC22D2,0.0,0.0
204081_at,NRGN (204081_at),NRGN,NRGN,0.0,0.0
