gene,mean_abs_shap
200792_at,0.0003984687531595957
205572_at,0.0003982830441163772
220609_at,0.0003965157651797706
200780_x_at,0.00039560896559673553
1569482_at,0.0003919463348492616
213132_s_at,0.0003899626548716388
212954_at,0.00038971619706026185
231016_s_at,0.00038957302375057176
242319_at,0.00038864832850608254
214020_x_at,0.0003886460974637846
222298_at,0.0003885940995146441
244753_at,0.0003863831739456745
222474_s_at,0.00038513195544667093
222614_at,0.0003842483391768609
229810_at,0.0003840451915567323
232426_at,0.00038401844638458573
205899_at,0.0003838018379390171
204610_s_at,0.00038354844873826285
208713_at,0.0003833732636194675
237072_at,0.000377960636621524
200748_s_at,0.0003754407747117644
204863_s_at,0.00037526777841026684
241745_at,0.000371986574351738
206809_s_at,0.0003701430664473553
208248_x_at,0.00037001735103371695
201579_at,0.00036941264501702076
204081_at,0.000368722074947176
213457_at,0.0003657820147339855
1556941_a_at,0.0003643522212636698
230150_at,0.00036434915197457017
221772_s_at,0.000363518844420672
234677_at,0.00036339759124128055
204795_at,0.00036310429224670893
205711_x_at,0.00036152564911964667
229289_at,0.0003608041372125878
223328_at,0.0003604853723785397
227051_at,0.0003601153254819757
203297_s_at,0.00035971635254369844
215001_s_at,0.00035932622478892546
239096_at,0.00035741769523839876
227084_at,0.0003541992473394283
209421_at,0.00035375970733227515
1554500_a_at,0.0003529011541951149
204343_at,0.00035121151988282476
212130_x_at,0.00035003927142327693
200913_at,0.0003449224025538884
241588_at,0.0003444947133971787
201529_s_at,0.0003435544480193099
212532_s_at,0.0003424193862458358
203112_s_at,0.00034110795473766127
218653_at,0.0003407209124457999
202724_s_at,0.00034004565574457634
240765_at,0.00033991096143607107
218302_at,0.0003372926008527803
236901_at,0.000335059285849226
206275_s_at,0.0003332686743088747
212624_s_at,0.00033100742596161827
205257_s_at,0.0003303333555231413
202802_at,0.00032876476060634066
202920_at,0.00032733392694238756
209059_s_at,0.0003247601435302353
218456_at,0.0003233864997708599
222064_s_at,0.00032334490677250706
215385_at,0.0003216020138052239
201214_s_at,0.00032066156987346767
1553274_a_at,0.0003200915317936598
225568_at,0.0003196131384036748
209279_s_at,0.00031870638341687625
207088_s_at,0.00031842086986354684
207012_at,0.0003171659911025533
201614_s_at,0.00031567199256336804
241762_at,0.0003147534523659204
37796_at,0.0003123653642179618
210715_s_at,0.0003121210379075785
217941_s_at,0.0003115546947421149
AFFX-r2-Bs-dap-3_at,0.00031145886287020213
227196_at,0.00031067428157421147
223913_s_at,0.0003106069507546089
222862_s_at,0.0003104576564738553
202364_at,0.0003085339468608563
225779_at,0.0003072860737006685
231967_at,0.0003052882804777448
235879_at,0.0003047701569072137
220744_s_at,0.0003042332345749702
232523_at,0.00030371017871017866
242372_s_at,0.00030165180470600724
242579_at,0.00030140969401532767
214771_x_at,0.00030041305078309753
208851_s_at,0.00030040350498789826
203410_at,0.0002998644696078505
221260_s_at,0.0002996497240458597
227321_at,0.0002982477300486239
32099_at,0.00029647429053217587
205514_at,0.00029556761063934085
225407_at,0.00029552435853367744
201971_s_at,0.0002943256351694539
1554701_a_at,0.00029133147680407065
212988_x_at,0.0002911542661632888
211071_s_at,0.00029082671003818656
211995_x_at,0.0002906103445807241
244669_at,0.00028986833453151543
238658_at,0.0002896766731281247
216101_at,0.00028930027001555797
239831_at,0.0002873768781400726
223708_at,0.0002850860121050727
212573_at,0.0002846869048004571
212563_at,0.00028347222867824496
201592_at,0.0002831316972149349
209991_x_at,0.0002823605908809181
212159_x_at,0.0002816017536708215
AFFX-r2-Bs-thr-3_s_at,0.0002768584921026127
214739_at,0.00027589512513030403
235484_at,0.00027458415780422745
209384_at,0.00027304946059271824
209295_at,0.0002699802970906107
225905_s_at,0.0002690717285375809
214890_s_at,0.0002681190762855016
238836_at,0.000267104269414891
207877_s_at,0.00026683179826078607
217720_at,0.0002665262305707619
209029_at,0.0002639787129701132
222750_s_at,0.00026336768812673547
218086_at,0.00026248102551755986
233869_x_at,0.00026196755876020563
219255_x_at,0.0002579944214744448
225719_s_at,0.0002549980937182323
213479_at,0.00025114285125022356
200898_s_at,0.0002505484814450372
238277_at,0.0002502161092576566
240636_at,0.00024878678734278935
233039_at,0.00024812273105263995
213762_x_at,0.000248068062225945
229293_at,0.000245769376244869
236484_at,0.0002452379322517721
211776_s_at,0.0002446617137832769
214167_s_at,0.00024383596539286805
226291_at,0.0002435261172656432
202070_s_at,0.00024204020296719585
201347_x_at,0.00024181244649676455
212727_at,0.00024036423467405676
212270_x_at,0.00023672857927188476
243127_x_at,0.00023504624387317324
202322_s_at,0.00023373118631656148
204992_s_at,0.0002331570993155315
217965_s_at,0.00023285378800027125
212787_at,0.00023199649806678282
1559402_a_at,0.0002315733425138672
212266_s_at,0.00023009898780145248
213465_s_at,0.0002290670632184131
201047_x_at,0.00022878902644105775
203656_at,0.0002283529916324373
244040_at,0.0002283441596652961
207232_s_at,0.00022812622538734048
213744_at,0.00022620338642216785
226024_at,0.0002257474450096722
213512_at,0.00022551485223839076
212736_at,0.000224498442530893
214011_s_at,0.00022299958134944966
222409_at,0.00022226913179871743
232469_x_at,0.00022206291851006478
227283_at,0.00022185784662777722
227882_at,0.00022167580399842226
218310_at,0.0002216302232087722
1558592_at,0.00022130111203658644
220999_s_at,0.0002206020781452774
212207_at,0.00021958205948388563
240052_at,0.0002188672098035932
1561362_at,0.0002186235203671801
216524_x_at,0.0002184841923624222
231506_at,0.0002180910492606375
232027_at,0.0002180872348476114
223857_x_at,0.00021593879322315843
215416_s_at,0.00021549780598940354
239497_at,0.00021544415964140778
206342_x_at,0.0002150201470468352
204711_at,0.00021470053492167606
244646_at,0.00021445652796392984
218623_at,0.00021404154776806262
231695_at,0.0002133819283513639
243431_at,0.00021141679165524748
233449_at,0.00021120347604365868
218220_at,0.00021071846793675782
201186_at,0.00020994363108137325
220688_s_at,0.0002081309550289595
205761_s_at,0.00020799191582851796
219445_at,0.00020774049208036223
223124_s_at,0.00020699805476802487
213682_at,0.00020686647924204654
209484_s_at,0.00020653241920966554
234989_at,0.00020549252710256894
1555284_at,0.00020462479752638137
233506_at,0.00020349600728437065
225556_at,0.00020325327020657486
223316_at,0.00020285615769083637
213195_at,0.0002025744766872295
222558_at,0.00020222668639755117
200620_at,0.00020155738541647136
210701_at,0.00020034289447889902
220467_at,0.0002000435193993538
205702_at,0.00019965241803517785
222594_s_at,0.00019930911836894572
237745_at,0.00019914503303914658
211962_s_at,0.00019905359036453905
217959_s_at,0.0001977471878133409
243178_at,0.00019606484239783744
212537_x_at,0.00019534408813472266
228038_at,0.00019519789210347083
244414_at,0.00019512857695982164
225379_at,0.00019342187129608068
203466_at,0.00019240876366407035
1555419_a_at,0.00019138899211362958
206169_x_at,0.00019044078224645535
226618_at,0.00018986816559235964
209291_at,0.00018737682510481165
220419_s_at,0.00018689750992982224
210263_at,0.0001867416964481961
236007_at,0.00018664699358515355
228774_at,0.00018582893510691903
222364_at,0.0001838087964174516
220720_x_at,0.00018327631264714319
204002_s_at,0.00018242630192784939
212271_at,0.00018023494593032903
235601_at,0.00018002139427491246
1554260_a_at,0.00017595009646298993
235377_at,0.00017546533366622865
232150_at,0.00017537453681819873
1561778_at,0.00017444141966559457
222902_s_at,0.000173605710440558
204684_at,0.0001735789190470595
238350_at,0.00017188583495161185
207789_s_at,0.00017033764392126573
227830_at,0.0001693345885971659
215698_at,0.00016933444377436238
210338_s_at,0.00016914981955223408
243442_x_at,0.000167859399543353
203197_s_at,0.00016711864585217576
226644_at,0.00016705072191044128
204352_at,0.00016672997317638722
223088_x_at,0.00016625272367336503
226648_at,0.00016355325278353852
232288_at,0.0001630872804498061
230949_at,0.00016304738171745838
226360_at,0.00016294468715195176
207598_x_at,0.00016271213669378132
240478_at,0.00016232407408909024
233167_at,0.00016183850826554234
243249_at,0.00016168749878281777
232305_at,0.00016079859307284054
231986_at,0.00016077524554311204
210011_s_at,0.00016001244983002052
218732_at,0.0001593893733679865
215785_s_at,0.00015828857702409653
227897_at,0.0001576503649921493
241228_at,0.00015716847338576126
230482_at,0.00015406485276050902
1557721_at,0.00015403234755531582
242646_at,0.0001537243181068461
208623_s_at,0.00015275140257129064
214889_at,0.00015267067484937686
214782_at,0.00015246869062438594
201400_at,0.00015139405997120038
224331_s_at,0.00015065534062159687
200643_at,0.00015064818021715289
215991_s_at,0.00015064523438740993
221062_at,0.00015040490572226136
1554595_at,0.00014945888970198617
226579_at,0.00014945376571594884
AFFX-HUMGAPDH/M33197_5_at,0.00014886130677233358
211710_x_at,0.00014705768233273933
236524_at,0.00014667788630592647
232795_at,0.00014533923811061342
212282_at,0.00014526152824105473
1558831_x_at,0.0001450548667047323
214333_x_at,0.0001447559983977898
222160_at,0.0001435896550965284
222548_s_at,0.0001424611277446967
225293_at,0.00014208321921702747
237628_at,0.0001415736162667089
240451_at,0.00014072726646754228
1566079_at,0.0001404801403586599
213005_s_at,0.00014016527272764015
236946_at,0.00014014534320508267
209839_at,0.00013909474520598886
210679_x_at,0.00013892055497894938
225781_at,0.00013890813609627553
217546_at,0.00013865460998181833
1562110_at,0.000136998366857052
217733_s_at,0.00013661794598668358
1558426_x_at,0.0001365351073290496
212252_at,0.00013347166662731712
200932_s_at,0.0001333423590680726
203105_s_at,0.000133127160860911
210598_at,0.00013273322864838075
243256_at,0.00013178189168352268
244350_at,0.00013106292946453205
226382_at,0.00013003753750687985
223757_at,0.000129517749156929
206349_at,0.0001285028785718491
243005_at,0.00012782611381300085
227082_at,0.00012710593247291092
1558854_a_at,0.00012594840163007584
51192_at,0.00012417422087835178
220979_s_at,0.00012241817477869687
236571_at,0.00012129574197144877
242808_at,0.00011723231764844035
231136_at,0.00011719640240766999
1558295_a_at,0.00011573325669881761
203415_at,0.00011449164260584715
1554964_x_at,0.00011374975478272585
35666_at,0.000113185218659596
1560277_a_at,0.00011239309823241095
221792_at,0.00011144989408858978
241627_x_at,0.0001100862647485583
213629_x_at,0.00010847706132051885
235716_at,0.00010752666834656719
200642_at,0.00010679739697266968
223223_at,0.00010620416465927943
224567_x_at,0.0001058525041342587
214857_at,0.00010471945852880009
242195_x_at,0.00010316475092244103
204744_s_at,0.00010265057630866368
209300_s_at,0.00010132454614883546
201269_s_at,0.00010118259104498956
200079_s_at,0.00010084898302032963
244766_at,0.00010045841271304746
220668_s_at,9.901816936905085e-05
1552507_at,9.878268050861385e-05
202530_at,9.866889318192279e-05
208811_s_at,9.851734166726512e-05
219463_at,9.834292001916835e-05
240230_s_at,9.80767436890952e-05
224156_x_at,9.742658384811075e-05
201580_s_at,9.670731091142374e-05
1559420_x_at,9.595846037441373e-05
214665_s_at,9.576311270933318e-05
219028_at,9.541062509753547e-05
232614_at,9.538993977946055e-05
211386_at,9.529174309163137e-05
211424_x_at,9.45067646679915e-05
212423_at,9.167871211906294e-05
210759_s_at,9.136701055162416e-05
210357_s_at,9.01769233887096e-05
224376_s_at,8.967483818688647e-05
226938_at,8.867661936350935e-05
210600_s_at,8.867176759016362e-05
236949_at,8.677319710769521e-05
202144_s_at,8.654132433197181e-05
243768_at,8.599352583510646e-05
217446_x_at,8.586375170838482e-05
238354_x_at,8.566703365526941e-05
239978_at,8.501170843855863e-05
52255_s_at,8.491131532435625e-05
209227_at,8.411955012579428e-05
236465_at,8.341385810855845e-05
204701_s_at,8.31700738048294e-05
1561850_at,8.085826256615276e-05
1555803_a_at,8.05939810341218e-05
237600_at,8.017160295494509e-05
212859_x_at,7.864781941477104e-05
236725_at,7.858650862763978e-05
244007_at,7.852553489549981e-05
205594_at,7.791716225209229e-05
204246_s_at,7.566109161421095e-05
231896_s_at,7.343980248437566e-05
1555935_s_at,7.293672524908494e-05
223363_at,7.166765917080956e-05
1569477_at,7.150687552270242e-05
223480_s_at,7.13550345691328e-05
204586_at,6.977807169962013e-05
213366_x_at,6.977197435818084e-05
223964_x_at,6.950041812100498e-05
232253_at,6.809407199596723e-05
209177_at,6.783684035688963e-05
210425_x_at,6.777453130889305e-05
242369_x_at,6.616940104245589e-05
234505_at,6.397681059612768e-05
215811_at,6.375628162432646e-05
239826_at,6.311689402881063e-05
208696_at,6.240493929756248e-05
228943_at,6.0389999804257885e-05
224368_s_at,5.9697930157293305e-05
241226_at,5.796446768032605e-05
204228_at,5.509629306204493e-05
227959_at,4.0443450355750134e-05
200622_x_at,4.594850971053434e-19
224743_at,3.4206092822421636e-19
218212_s_at,2.9952540001715336e-19
208870_x_at,1.2474474744335625e-19
244045_at,1.1614859094373857e-19
223056_s_at,1.0406426968314531e-19
1561686_at,1.0336730923734502e-19
225912_at,1.0215606941360664e-19
229818_at,6.061368328490804e-20
222358_x_at,4.1812346550316164e-20
201527_at,3.9476710708324375e-20
201903_at,3.6460826350824155e-20
203776_at,2.927196484759876e-20
208742_s_at,2.6425768187948773e-20
218788_s_at,2.1997478858367136e-20
229061_s_at,2.188680978008834e-20
220040_x_at,1.0352252716445201e-20
218117_at,9.160202530824255e-21
215221_at,8.47615769129818e-21
242608_x_at,6.102585262481748e-21
226751_at,0.0
224943_at,0.0
224970_at,0.0
226770_at,0.0
224975_at,0.0
223156_at,0.0
223380_s_at,0.0
224462_s_at,0.0
224913_s_at,0.0
224726_at,0.0
224709_s_at,0.0
224774_s_at,0.0
224782_at,0.0
224799_at,0.0
227022_at,0.0
223104_at,0.0
224801_at,0.0
224818_at,0.0
223107_s_at,0.0
224825_at,0.0
223109_at,0.0
224667_x_at,0.0
226899_at,0.0
224666_at,0.0
224656_s_at,0.0
226749_at,0.0
226876_at,0.0
224630_at,0.0
226806_s_at,0.0
224875_at,0.0
226779_at,0.0
224618_at,0.0
224613_s_at,0.0
224612_s_at,0.0
224414_s_at,0.0
225117_at,0.0
224410_s_at,0.0
226296_s_at,0.0
223650_s_at,0.0
223248_at,0.0
226246_at,0.0
223662_x_at,0.0
223673_at,0.0
223697_x_at,0.0
223229_at,0.0
223711_s_at,0.0
225657_at,0.0
223701_s_at,0.0
225534_at,0.0
223219_s_at,0.0
225489_at,0.0
223216_x_at,0.0
226195_at,0.0
223628_at,0.0
223532_at,0.0
223319_at,0.0
226188_at,0.0
223461_at,0.0
226086_at,0.0
225870_s_at,0.0
223450_s_at,0.0
225878_at,0.0
225900_at,0.0
226006_at,0.0
223334_at,0.0
225923_at,0.0
225941_at,0.0
223340_at,0.0
225934_at,0.0
223207_x_at,0.0
225415_at,0.0
225003_at,0.0
